item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target
2,Spanish,A1,substance,def,0.24,ambi,pl,1,1,las velas,de minerales,velas,minerales,A mi hermana le regalaron las velas de minerales que MASKTOKEN en la bodega. ,A mi hermana le regalaron las velas de minerales que,$ES_PL
2,Spanish,A1,substance,def,0.24,low,pl,1,1,la vela,de minerales,vela,minerales,A mi hermana le regalaron la vela de minerales que MASKTOKEN en la bodega. ,A mi hermana le regalaron la vela de minerales que,$ES_PL
2,Spanish,A1,substance,def,0.24,high,pl,1,1,las velas,de mineral,velas,mineral,A mi hermana le regalaron las velas de mineral que MASKTOKEN en la bodega. ,A mi hermana le regalaron las velas de mineral que,$ES_PL
2,Spanish,A1,substance,indef,0.24,ambi,sg,1,1,una vela,de mineral,vela,mineral,A mi hermana le regalaron una vela de mineral que MASKTOKEN en la bodega. ,A mi hermana le regalaron una vela de mineral que,$ES_SG
2,Spanish,A1,substance,indef,0.24,low,sg,1,1,unas velas,de mineral,velas,mineral,A mi hermana le regalaron unas velas de mineral que MASKTOKEN en la bodega. ,A mi hermana le regalaron unas velas de mineral que,$ES_SG
2,Spanish,A1,substance,indef,0.24,high,sg,1,1,una vela,de minerales,vela,minerales,A mi hermana le regalaron una vela de minerales que MASKTOKEN en la bodega. ,A mi hermana le regalaron una vela de minerales que,$ES_SG
2,Spanish,A1,substance,indef,0.24,ambi,pl,1,1,unas velas,de minerales,velas,minerales,A mi hermana le regalaron unas velas de minerales que MASKTOKEN en la bodega. ,A mi hermana le regalaron unas velas de minerales que,$ES_PL
2,Spanish,A1,substance,indef,0.24,low,pl,1,1,una vela,de minerales,vela,minerales,A mi hermana le regalaron una vela de minerales que MASKTOKEN en la bodega. ,A mi hermana le regalaron una vela de minerales que,$ES_PL
2,Spanish,A1,substance,indef,0.24,high,pl,1,1,unas velas,de mineral,velas,mineral,A mi hermana le regalaron unas velas de mineral que MASKTOKEN en la bodega. ,A mi hermana le regalaron unas velas de mineral que,$ES_PL
3,Spanish,A1,substance,def,0.1,ambi,sg,1,1,la camisa,de tela,camisa,tela,Ayer me regalaron la camisa de tela que MASKTOKEN de contrabando.,Ayer me regalaron la camisa de tela que,$ES_SG
3,Spanish,A1,substance,def,0.1,low,sg,1,1,las camisas,de tela,camisas,tela,Ayer me regalaron las camisas de tela que MASKTOKEN de contrabando.,Ayer me regalaron las camisas de tela que,$ES_SG
3,Spanish,A1,substance,def,0.1,high,sg,1,1,la camisa,de telas,camisa,telas,Ayer me regalaron la camisa de telas que MASKTOKEN de contrabando.,Ayer me regalaron la camisa de telas que,$ES_SG
3,Spanish,A1,substance,def,0.1,ambi,pl,1,1,las camisas,de telas,camisas,telas,Ayer me regalaron las camisas de telas que MASKTOKEN de contrabando.,Ayer me regalaron las camisas de telas que,$ES_PL
3,Spanish,A1,substance,def,0.1,low,pl,1,1,la camisa,de telas,camisa,telas,Ayer me regalaron la camisa de telas que MASKTOKEN de contrabando.,Ayer me regalaron la camisa de telas que,$ES_PL
3,Spanish,A1,substance,def,0.1,high,pl,1,1,las camisas,de tela,camisas,tela,Ayer me regalaron las camisas de tela que MASKTOKEN de contrabando.,Ayer me regalaron las camisas de tela que,$ES_PL
3,Spanish,A1,substance,indef,0.1,ambi,sg,1,1,una camisa,de tela,camisa,tela,Ayer me regalaron una camisa de tela que MASKTOKEN de contrabando.,Ayer me regalaron una camisa de tela que,$ES_SG
3,Spanish,A1,substance,indef,0.1,low,sg,1,1,unas camisas,de tela,camisas,tela,Ayer me regalaron unas camisas de tela que MASKTOKEN de contrabando.,Ayer me regalaron unas camisas de tela que,$ES_SG
3,Spanish,A1,substance,indef,0.1,high,sg,1,1,una camisa,de telas,camisa,telas,Ayer me regalaron una camisa de telas que MASKTOKEN de contrabando.,Ayer me regalaron una camisa de telas que,$ES_SG
3,Spanish,A1,substance,indef,0.1,ambi,pl,1,1,unas camisas,de telas,camisas,telas,Ayer me regalaron unas camisas de telas que MASKTOKEN de contrabando.,Ayer me regalaron unas camisas de telas que,$ES_PL
3,Spanish,A1,substance,indef,0.1,low,pl,1,1,una camisa,de telas,camisa,telas,Ayer me regalaron una camisa de telas que MASKTOKEN de contrabando.,Ayer me regalaron una camisa de telas que,$ES_PL
3,Spanish,A1,substance,indef,0.1,high,pl,1,1,unas camisas,de tela,camisas,tela,Ayer me regalaron unas camisas de tela que MASKTOKEN de contrabando.,Ayer me regalaron unas camisas de tela que,$ES_PL
4,Spanish,A1,substance,def,0.0,ambi,sg,0,1,la manta,de tela,manta,tela,Al final Tomás compró la manta de tela que MASKTOKEN muy cara.,Al final Tomás compró la manta de tela que,$ES_SG
4,Spanish,A1,substance,def,0.0,low,sg,0,1,las mantas,de tela,mantas,tela,Al final Tomás compró las mantas de tela que MASKTOKEN muy cara.,Al final Tomás compró las mantas de tela que,$ES_SG
4,Spanish,A1,substance,def,0.0,high,sg,0,1,la manta,de telas,manta,telas,Al final Tomás compró la manta de telas que MASKTOKEN muy cara.,Al final Tomás compró la manta de telas que,$ES_SG
4,Spanish,A1,substance,def,0.0,ambi,pl,0,1,las mantas,de telas,mantas,telas,Al final Tomás compró las mantas de telas que MASKTOKEN muy cara.,Al final Tomás compró las mantas de telas que,$ES_PL
4,Spanish,A1,substance,def,0.0,low,pl,0,1,la manta,de telas,manta,telas,Al final Tomás compró la manta de telas que MASKTOKEN muy cara.,Al final Tomás compró la manta de telas que,$ES_PL
4,Spanish,A1,substance,def,0.0,high,pl,0,1,las mantas,de tela,mantas,tela,Al final Tomás compró las mantas de tela que MASKTOKEN muy cara.,Al final Tomás compró las mantas de tela que,$ES_PL
4,Spanish,A1,substance,indef,0.0,ambi,sg,0,1,una manta,de tela,manta,tela,Al final Tomás compró una manta de tela que MASKTOKEN muy cara.,Al final Tomás compró una manta de tela que,$ES_SG
4,Spanish,A1,substance,indef,0.0,low,sg,0,1,unas mantas,de tela,mantas,tela,Al final Tomás compró unas mantas de tela que MASKTOKEN muy cara.,Al final Tomás compró unas mantas de tela que,$ES_SG
4,Spanish,A1,substance,indef,0.0,high,sg,0,1,una manta,de telas,manta,telas,Al final Tomás compró una manta de telas que MASKTOKEN muy cara.,Al final Tomás compró una manta de telas que,$ES_SG
4,Spanish,A1,substance,indef,0.0,ambi,pl,0,1,unas mantas,de telas,mantas,telas,Al final Tomás compró unas mantas de telas que MASKTOKEN muy cara.,Al final Tomás compró unas mantas de telas que,$ES_PL
4,Spanish,A1,substance,indef,0.0,low,pl,0,1,una manta,de telas,manta,telas,Al final Tomás compró una manta de telas que MASKTOKEN muy cara.,Al final Tomás compró una manta de telas que,$ES_PL
4,Spanish,A1,substance,indef,0.0,high,pl,0,1,unas mantas,de tela,mantas,tela,Al final Tomás compró unas mantas de tela que MASKTOKEN muy cara.,Al final Tomás compró unas mantas de tela que,$ES_PL
5,Spanish,A1,substance,def,0.02,ambi,sg,1,0,la bolsa,de piel,bolsa,piel,María hizo la bolsa de piel que MASKTOKEN mucho.,María hizo la bolsa de piel que,$ES_SG
5,Spanish,A1,substance,def,0.02,low,sg,1,0,las bolsas,de piel,bolsas,piel,María hizo las bolsas de piel que MASKTOKEN mucho.,María hizo las bolsas de piel que,$ES_SG
5,Spanish,A1,substance,def,0.02,high,sg,1,0,la bolsa,de pieles,bolsa,pieles,María hizo la bolsa de pieles que MASKTOKEN mucho.,María hizo la bolsa de pieles que,$ES_SG
5,Spanish,A1,substance,def,0.02,ambi,pl,1,0,las bolsas,de pieles,bolsas,pieles,María hizo las bolsas de pieles que MASKTOKEN mucho.,María hizo las bolsas de pieles que,$ES_PL
5,Spanish,A1,substance,def,0.02,low,pl,1,0,la bolsa,de pieles,bolsa,pieles,María hizo la bolsa de pieles que MASKTOKEN mucho.,María hizo la bolsa de pieles que,$ES_PL
5,Spanish,A1,substance,def,0.02,high,pl,1,0,las bolsas,de piel,bolsas,piel,María hizo las bolsas de piel que MASKTOKEN mucho.,María hizo las bolsas de piel que,$ES_PL
5,Spanish,A1,substance,indef,0.02,ambi,sg,1,0,una bolsa,de piel,bolsa,piel,María hizo una bolsa de piel que MASKTOKEN mucho.,María hizo una bolsa de piel que,$ES_SG
5,Spanish,A1,substance,indef,0.02,low,sg,1,0,unas bolsas,de piel,bolsas,piel,María hizo unas bolsas de piel que MASKTOKEN mucho.,María hizo unas bolsas de piel que,$ES_SG
5,Spanish,A1,substance,indef,0.02,high,sg,1,0,una bolsa,de pieles,bolsa,pieles,María hizo una bolsa de pieles que MASKTOKEN mucho.,María hizo una bolsa de pieles que,$ES_SG
5,Spanish,A1,substance,indef,0.02,ambi,pl,1,0,unas bolsas,de pieles,bolsas,pieles,María hizo unas bolsas de pieles que MASKTOKEN mucho.,María hizo unas bolsas de pieles que,$ES_PL
5,Spanish,A1,substance,indef,0.02,low,pl,1,0,una bolsa,de pieles,bolsa,pieles,María hizo una bolsa de pieles que MASKTOKEN mucho.,María hizo una bolsa de pieles que,$ES_PL
5,Spanish,A1,substance,indef,0.02,high,pl,1,0,unas bolsas,de piel,bolsas,piel,María hizo unas bolsas de piel que MASKTOKEN mucho.,María hizo unas bolsas de piel que,$ES_PL
6,Spanish,A1,substance,def,0.06,ambi,sg,0,1,la campana,de metal,campana,metal,Por fin colocaron la campana de metal que MASKTOKEN de la fundición.,Por fin colocaron la campana de metal que,$ES_SG
6,Spanish,A1,substance,def,0.06,low,sg,0,1,las campanas,de metal,campanas,metal,Por fin colocaron las campanas de metal que MASKTOKEN de la fundición.,Por fin colocaron las campanas de metal que,$ES_SG
6,Spanish,A1,substance,def,0.06,high,sg,0,1,la campana,de metales,campana,metales,Por fin colocaron la campana de metales que MASKTOKEN de la fundición.,Por fin colocaron la campana de metales que,$ES_SG
6,Spanish,A1,substance,def,0.06,ambi,pl,0,1,las campanas,de metales,campanas,metales,Por fin colocaron las campanas de metales que MASKTOKEN de la fundición.,Por fin colocaron las campanas de metales que,$ES_PL
6,Spanish,A1,substance,def,0.06,low,pl,0,1,la campana,de metales,campana,metales,Por fin colocaron la campana de metales que MASKTOKEN de la fundición.,Por fin colocaron la campana de metales que,$ES_PL
6,Spanish,A1,substance,def,0.06,high,pl,0,1,las campanas,de metal,campanas,metal,Por fin colocaron las campanas de metal que MASKTOKEN de la fundición.,Por fin colocaron las campanas de metal que,$ES_PL
6,Spanish,A1,substance,indef,0.06,ambi,sg,0,1,una campana,de metal,campana,metal,Por fin colocaron una campana de metal que MASKTOKEN de la fundición.,Por fin colocaron una campana de metal que,$ES_SG
6,Spanish,A1,substance,indef,0.06,low,sg,0,1,unas campanas,de metal,campanas,metal,Por fin colocaron unas campanas de metal que MASKTOKEN de la fundición.,Por fin colocaron unas campanas de metal que,$ES_SG
6,Spanish,A1,substance,indef,0.06,high,sg,0,1,una campana,de metales,campana,metales,Por fin colocaron una campana de metales que MASKTOKEN de la fundición.,Por fin colocaron una campana de metales que,$ES_SG
6,Spanish,A1,substance,indef,0.06,ambi,pl,0,1,unas campanas,de metales,campanas,metales,Por fin colocaron unas campanas de metales que MASKTOKEN de la fundición.,Por fin colocaron unas campanas de metales que,$ES_PL
6,Spanish,A1,substance,indef,0.06,low,pl,0,1,una campana,de metales,campana,metales,Por fin colocaron una campana de metales que MASKTOKEN de la fundición.,Por fin colocaron una campana de metales que,$ES_PL
6,Spanish,A1,substance,indef,0.06,high,pl,0,1,unas campanas,de metal,campanas,metal,Por fin colocaron unas campanas de metal que MASKTOKEN de la fundición.,Por fin colocaron unas campanas de metal que,$ES_PL
7,Spanish,A1,substance,def,0.04,ambi,sg,0,1,el pastel,de grano,pastel,grano,Ayer nos comimos el pastel de grano que MASKTOKEN en la tienda de productos orientales.,Ayer nos comimos el pastel de grano que,$ES_SG
7,Spanish,A1,substance,def,0.04,low,sg,0,1,los pasteles,de grano,pasteles,grano,Ayer nos comimos los pasteles de grano que MASKTOKEN en la tienda de productos orientales.,Ayer nos comimos los pasteles de grano que,$ES_SG
7,Spanish,A1,substance,def,0.04,high,sg,0,1,el pastel,de granos,pastel,granos,Ayer nos comimos el pastel de granos que MASKTOKEN en la tienda de productos orientales.,Ayer nos comimos el pastel de granos que,$ES_SG
7,Spanish,A1,substance,def,0.04,ambi,pl,0,1,los pasteles,de granos,pasteles,granos,Ayer nos comimos los pasteles de granos que MASKTOKEN en la tienda de productos orientales.,Ayer nos comimos los pasteles de granos que,$ES_PL
7,Spanish,A1,substance,def,0.04,low,pl,0,1,el pastel,de granos,pastel,granos,Ayer nos comimos el pastel de granos que MASKTOKEN en la tienda de productos orientales.,Ayer nos comimos el pastel de granos que,$ES_PL
7,Spanish,A1,substance,def,0.04,high,pl,0,1,los pasteles,de grano,pasteles,grano,Ayer nos comimos los pasteles de grano que MASKTOKEN en la tienda de productos orientales.,Ayer nos comimos los pasteles de grano que,$ES_PL
7,Spanish,A1,substance,indef,0.04,ambi,sg,0,1,un pastel,de grano,pastel,grano,Ayer nos comimos un pastel de grano que MASKTOKEN en la tienda de productos orientales.,Ayer nos comimos un pastel de grano que,$ES_SG
7,Spanish,A1,substance,indef,0.04,low,sg,0,1,unos pasteles,de grano,pasteles,grano,Ayer nos comimos unos pasteles de grano que MASKTOKEN en la tienda de productos orientales.,Ayer nos comimos unos pasteles de grano que,$ES_SG
7,Spanish,A1,substance,indef,0.04,high,sg,0,1,un pastel,de granos,pastel,granos,Ayer nos comimos un pastel de granos que MASKTOKEN en la tienda de productos orientales.,Ayer nos comimos un pastel de granos que,$ES_SG
7,Spanish,A1,substance,indef,0.04,ambi,pl,0,1,unos pasteles,de granos,pasteles,granos,Ayer nos comimos unos pasteles de granos que MASKTOKEN en la tienda de productos orientales.,Ayer nos comimos unos pasteles de granos que,$ES_PL
7,Spanish,A1,substance,indef,0.04,low,pl,0,1,un pastel,de granos,pastel,granos,Ayer nos comimos un pastel de granos que MASKTOKEN en la tienda de productos orientales.,Ayer nos comimos un pastel de granos que,$ES_PL
7,Spanish,A1,substance,indef,0.04,high,pl,0,1,unos pasteles,de grano,pasteles,grano,Ayer nos comimos unos pasteles de grano que MASKTOKEN en la tienda de productos orientales.,Ayer nos comimos unos pasteles de grano que,$ES_PL
8,Spanish,A1,substance,def,0.0,ambi,sg,1,1,el vestido,de fibra,vestido,fibra,La joven actriz admiraba el vestido de fibra que MASKTOKEN muy bonita.,La joven actriz admiraba el vestido de fibra que,$ES_SG
8,Spanish,A1,substance,def,0.0,low,sg,1,1,los vestidos,de fibra,vestidos,fibra,La joven actriz admiraba los vestidos de fibra que MASKTOKEN muy bonita.,La joven actriz admiraba los vestidos de fibra que,$ES_SG
8,Spanish,A1,substance,def,0.0,high,sg,1,1,el vestido,de fibras,vestido,fibras,La joven actriz admiraba el vestido de fibras que MASKTOKEN muy bonita.,La joven actriz admiraba el vestido de fibras que,$ES_SG
8,Spanish,A1,substance,def,0.0,ambi,pl,1,1,los vestidos,de fibras,vestidos,fibras,La joven actriz admiraba los vestidos de fibras que MASKTOKEN muy bonita.,La joven actriz admiraba los vestidos de fibras que,$ES_PL
8,Spanish,A1,substance,def,0.0,low,pl,1,1,el vestido,de fibras,vestido,fibras,La joven actriz admiraba el vestido de fibras que MASKTOKEN muy bonita.,La joven actriz admiraba el vestido de fibras que,$ES_PL
8,Spanish,A1,substance,def,0.0,high,pl,1,1,los vestidos,de fibra,vestidos,fibra,La joven actriz admiraba los vestidos de fibra que MASKTOKEN muy bonita.,La joven actriz admiraba los vestidos de fibra que,$ES_PL
8,Spanish,A1,substance,indef,0.0,ambi,sg,1,1,un vestido,de fibra,vestido,fibra,La joven actriz admiraba un vestido de fibra que MASKTOKEN muy bonita.,La joven actriz admiraba un vestido de fibra que,$ES_SG
8,Spanish,A1,substance,indef,0.0,low,sg,1,1,unos vestidos,de fibra,vestidos,fibra,La joven actriz admiraba unos vestidos de fibra que MASKTOKEN muy bonita.,La joven actriz admiraba unos vestidos de fibra que,$ES_SG
8,Spanish,A1,substance,indef,0.0,high,sg,1,1,un vestido,de fibras,vestido,fibras,La joven actriz admiraba un vestido de fibras que MASKTOKEN muy bonita.,La joven actriz admiraba un vestido de fibras que,$ES_SG
8,Spanish,A1,substance,indef,0.0,ambi,pl,1,1,unos vestidos,de fibras,vestidos,fibras,La joven actriz admiraba unos vestidos de fibras que MASKTOKEN muy bonita.,La joven actriz admiraba unos vestidos de fibras que,$ES_PL
8,Spanish,A1,substance,indef,0.0,low,pl,1,1,un vestido,de fibras,vestido,fibras,La joven actriz admiraba un vestido de fibras que MASKTOKEN muy bonita.,La joven actriz admiraba un vestido de fibras que,$ES_PL
8,Spanish,A1,substance,indef,0.0,high,pl,1,1,unos vestidos,de fibra,vestidos,fibra,La joven actriz admiraba unos vestidos de fibra que MASKTOKEN muy bonita.,La joven actriz admiraba unos vestidos de fibra que,$ES_PL
1,Spanish,A2,quantity,noAdj,0.03,ambi,sg,0,1,el vaso,de jugo,vaso,jugo,Juan pidió el vaso de jugo que MASKTOKEN encima de la mesa.,Juan pidió el vaso de jugo que,$ES_SG
1,Spanish,A2,quantity,noAdj,0.03,low,sg,0,1,los vasos,de jugo,vasos,jugo,Juan pidió los vasos de jugo que MASKTOKEN encima de la mesa.,Juan pidió los vasos de jugo que,$ES_SG
1,Spanish,A2,quantity,noAdj,0.03,high,sg,0,1,el vaso,de jugos,vaso,jugos,Juan pidió el vaso de jugos que MASKTOKEN encima de la mesa.,Juan pidió el vaso de jugos que,$ES_SG
1,Spanish,A2,quantity,noAdj,0.03,ambi,pl,0,1,los vasos,de jugos,vasos,jugos,Juan pidió los vasos de jugos que MASKTOKEN encima de la mesa.,Juan pidió los vasos de jugos que,$ES_PL
1,Spanish,A2,quantity,noAdj,0.03,low,pl,0,1,el vaso,de jugos,vaso,jugos,Juan pidió el vaso de jugos que MASKTOKEN encima de la mesa.,Juan pidió el vaso de jugos que,$ES_PL
1,Spanish,A2,quantity,noAdj,0.03,high,pl,0,1,los vasos,de jugo,vasos,jugo,Juan pidió los vasos de jugo que MASKTOKEN encima de la mesa.,Juan pidió los vasos de jugo que,$ES_PL
1,Spanish,A2,quantity,NP1Adj,0.03,ambi,sg,0,1,el vaso transparente,de jugo,transparente,jugo,Juan pidió el vaso transparente de jugo que MASKTOKEN encima de la mesa.,Juan pidió el vaso transparente de jugo que,$ES_SG
1,Spanish,A2,quantity,NP1Adj,0.03,low,sg,0,1,los vasos transparentes,de jugo,transparentes,jugo,Juan pidió los vasos transparentes de jugo que MASKTOKEN encima de la mesa.,Juan pidió los vasos transparentes de jugo que,$ES_SG
1,Spanish,A2,quantity,NP1Adj,0.03,high,sg,0,1,el vaso transparente,de jugos,transparente,jugos,Juan pidió el vaso transparente de jugos que MASKTOKEN encima de la mesa.,Juan pidió el vaso transparente de jugos que,$ES_SG
1,Spanish,A2,quantity,NP1Adj,0.03,ambi,pl,0,1,los vasos transparentes,de jugos,transparentes,jugos,Juan pidió los vasos transparentes de jugos que MASKTOKEN encima de la mesa.,Juan pidió los vasos transparentes de jugos que,$ES_PL
1,Spanish,A2,quantity,NP1Adj,0.03,low,pl,0,1,el vaso transparente,de jugos,transparente,jugos,Juan pidió el vaso transparente de jugos que MASKTOKEN encima de la mesa.,Juan pidió el vaso transparente de jugos que,$ES_PL
1,Spanish,A2,quantity,NP1Adj,0.03,high,pl,0,1,los vasos transparentes,de jugo,transparentes,jugo,Juan pidió los vasos transparentes de jugo que MASKTOKEN encima de la mesa.,Juan pidió los vasos transparentes de jugo que,$ES_PL
1,Spanish,A2,quantity,NP2Adj,0.03,ambi,sg,0,1,el vaso,de jugo transparente,vaso,transparente,Juan pidió el vaso de jugo transparente que MASKTOKEN encima de la mesa.,Juan pidió el vaso de jugo transparente que,$ES_SG
1,Spanish,A2,quantity,NP2Adj,0.03,low,sg,0,1,los vasos,de jugo transparente,vasos,transparente,Juan pidió los vasos de jugo transparente que MASKTOKEN encima de la mesa.,Juan pidió los vasos de jugo transparente que,$ES_SG
1,Spanish,A2,quantity,NP2Adj,0.03,high,sg,0,1,el vaso,de jugos transparentes,vaso,transparentes,Juan pidió el vaso de jugos transparentes que MASKTOKEN encima de la mesa.,Juan pidió el vaso de jugos transparentes que,$ES_SG
1,Spanish,A2,quantity,NP2Adj,0.03,ambi,pl,0,1,los vasos,de jugos transparentes,vasos,transparentes,Juan pidió los vasos de jugos transparentes que MASKTOKEN encima de la mesa.,Juan pidió los vasos de jugos transparentes que,$ES_PL
1,Spanish,A2,quantity,NP2Adj,0.03,low,pl,0,1,el vaso,de jugos transparentes,vaso,transparentes,Juan pidió el vaso de jugos transparentes que MASKTOKEN encima de la mesa.,Juan pidió el vaso de jugos transparentes que,$ES_PL
1,Spanish,A2,quantity,NP2Adj,0.03,high,pl,0,1,los vasos,de jugo transparente,vasos,transparente,Juan pidió los vasos de jugo transparente que MASKTOKEN encima de la mesa.,Juan pidió los vasos de jugo transparente que,$ES_PL
2,Spanish,A2,quantity,noAdj,0.07,ambi,sg,0,1,la botella,de vino,botella,vino,A María le gustaba la botella de vino que MASKTOKEN en la bodega.,A María le gustaba la botella de vino que,$ES_SG
2,Spanish,A2,quantity,noAdj,0.07,low,sg,0,1,las botellas,de vino,botellas,vino,A María le gustaba las botellas de vino que MASKTOKEN en la bodega.,A María le gustaba las botellas de vino que,$ES_SG
2,Spanish,A2,quantity,noAdj,0.07,high,sg,0,1,la botella,de vinos,botella,vinos,A María le gustaba la botella de vinos que MASKTOKEN en la bodega.,A María le gustaba la botella de vinos que,$ES_SG
2,Spanish,A2,quantity,noAdj,0.07,ambi,pl,0,1,las botellas,de vinos,botellas,vinos,A María le gustaba las botellas de vinos que MASKTOKEN en la bodega.,A María le gustaba las botellas de vinos que,$ES_PL
2,Spanish,A2,quantity,noAdj,0.07,low,pl,0,1,la botella,de vinos,botella,vinos,A María le gustaba la botella de vinos que MASKTOKEN en la bodega.,A María le gustaba la botella de vinos que,$ES_PL
2,Spanish,A2,quantity,noAdj,0.07,high,pl,0,1,las botellas,de vino,botellas,vino,A María le gustaba las botellas de vino que MASKTOKEN en la bodega.,A María le gustaba las botellas de vino que,$ES_PL
2,Spanish,A2,quantity,NP1Adj,0.07,ambi,sg,0,1,la botella vieja,de vino,vieja,vino,A María le gustaba la botella vieja de vino que MASKTOKEN en la bodega.,A María le gustaba la botella vieja de vino que,$ES_SG
2,Spanish,A2,quantity,NP1Adj,0.07,low,sg,0,1,las botellas viejas,de vino,viejas,vino,A María le gustaba las botellas viejas de vino que MASKTOKEN en la bodega.,A María le gustaba las botellas viejas de vino que,$ES_SG
2,Spanish,A2,quantity,NP1Adj,0.07,high,sg,0,1,la botella vieja,de vinos,vieja,vinos,A María le gustaba la botella vieja de vinos que MASKTOKEN en la bodega.,A María le gustaba la botella vieja de vinos que,$ES_SG
2,Spanish,A2,quantity,NP1Adj,0.07,ambi,pl,0,1,las botellas viejas,de vinos,viejas,vinos,A María le gustaba las botellas viejas de vinos que MASKTOKEN en la bodega.,A María le gustaba las botellas viejas de vinos que,$ES_PL
2,Spanish,A2,quantity,NP1Adj,0.07,low,pl,0,1,la botella vieja,de vinos,vieja,vinos,A María le gustaba la botella vieja de vinos que MASKTOKEN en la bodega.,A María le gustaba la botella vieja de vinos que,$ES_PL
2,Spanish,A2,quantity,NP1Adj,0.07,high,pl,0,1,las botellas viejas,de vino,viejas,vino,A María le gustaba las botellas viejas de vino que MASKTOKEN en la bodega.,A María le gustaba las botellas viejas de vino que,$ES_PL
2,Spanish,A2,quantity,NP2Adj,0.07,ambi,sg,0,1,la botella,de vino viejo,botella,viejo,A María le gustaba la botella de vino viejo que MASKTOKEN en la bodega.,A María le gustaba la botella de vino viejo que,$ES_SG
2,Spanish,A2,quantity,NP2Adj,0.07,low,sg,0,1,las botellas,de vino viejo,botellas,viejo,A María le gustaba las botellas de vino viejo que MASKTOKEN en la bodega.,A María le gustaba las botellas de vino viejo que,$ES_SG
2,Spanish,A2,quantity,NP2Adj,0.07,high,sg,0,1,la botella,de vinos viejos,botella,viejos,A María le gustaba la botella de vinos viejos que MASKTOKEN en la bodega.,A María le gustaba la botella de vinos viejos que,$ES_SG
2,Spanish,A2,quantity,NP2Adj,0.07,ambi,pl,0,1,las botellas,de vinos viejos,botellas,viejos,A María le gustaba las botellas de vinos viejos que MASKTOKEN en la bodega.,A María le gustaba las botellas de vinos viejos que,$ES_PL
