item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_0.pt_prob,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt_prob,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt_prob,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt_prob,/data/new_es_models/es_lstm_hidden650_batch64_dropout0.2_lr20_4.pt_prob
2,Spanish,A1,substance,indef,0.24,high,pl,1,1,unas velas,de mineral,velas,mineral,A mi hermana le regalaron unas velas de mineral que MASKTOKEN en la bodega. ,A mi hermana le regalaron unas velas de mineral que,$ES_PL,A mi hermana le regalaron unas velas de mineral que,0.09242137057432842,0.021517447602416473,0.01708622106227331,0.15424215120842177,0.16021277052689697
3,Spanish,A1,substance,def,0.1,ambi,sg,1,1,la camisa,de tela,camisa,tela,Ayer me regalaron la camisa de tela que MASKTOKEN de contrabando.,Ayer me regalaron la camisa de tela que,$ES_SG,Ayer me regalaron la camisa de tela que,0.2338761220280503,0.03738916840483153,0.038388746447487465,0.2544445320232285,0.2547912570324087
3,Spanish,A1,substance,def,0.1,low,sg,1,1,las camisas,de tela,camisas,tela,Ayer me regalaron las camisas de tela que MASKTOKEN de contrabando.,Ayer me regalaron las camisas de tela que,$ES_SG,Ayer me regalaron las camisas de tela que,0.05391374552437611,0.04283449348756996,0.05789639934692126,0.10689897146749772,0.08683669826585572
3,Spanish,A1,substance,def,0.1,high,sg,1,1,la camisa,de telas,camisa,telas,Ayer me regalaron la camisa de telas que MASKTOKEN de contrabando.,Ayer me regalaron la camisa de telas que,$ES_SG,Ayer me regalaron la camisa de telas que,0.16976245429776782,0.05302457408840078,0.08136213757762001,0.15785828547427627,0.1633136199841232
3,Spanish,A1,substance,def,0.1,ambi,pl,1,1,las camisas,de telas,camisas,telas,Ayer me regalaron las camisas de telas que MASKTOKEN de contrabando.,Ayer me regalaron las camisas de telas que,$ES_PL,Ayer me regalaron las camisas de telas que,0.16432078918785464,0.029074912391215846,0.07427891464698355,0.17450804262119846,0.15578776168314334
3,Spanish,A1,substance,def,0.1,low,pl,1,1,la camisa,de telas,camisa,telas,Ayer me regalaron la camisa de telas que MASKTOKEN de contrabando.,Ayer me regalaron la camisa de telas que,$ES_PL,Ayer me regalaron la camisa de telas que,0.07287217778370803,0.04572587321289673,0.068338507792566,0.08262955440156361,0.0693317616443494
3,Spanish,A1,substance,def,0.1,high,pl,1,1,las camisas,de tela,camisas,tela,Ayer me regalaron las camisas de tela que MASKTOKEN de contrabando.,Ayer me regalaron las camisas de tela que,$ES_PL,Ayer me regalaron las camisas de tela que,0.15745481825490515,0.031377792043499664,0.01619410480336514,0.17554671829230983,0.1198810728935058
3,Spanish,A1,substance,indef,0.1,ambi,sg,1,1,una camisa,de tela,camisa,tela,Ayer me regalaron una camisa de tela que MASKTOKEN de contrabando.,Ayer me regalaron una camisa de tela que,$ES_SG,Ayer me regalaron una camisa de tela que,0.2590863776688366,0.037223783429014556,0.03365588381557916,0.276437707051997,0.27241320877163844
3,Spanish,A1,substance,indef,0.1,low,sg,1,1,unas camisas,de tela,camisas,tela,Ayer me regalaron unas camisas de tela que MASKTOKEN de contrabando.,Ayer me regalaron unas camisas de tela que,$ES_SG,Ayer me regalaron unas camisas de tela que,0.0378483010237467,0.036922698360416284,0.04254459844116831,0.044354882822656094,0.0476126996731594
3,Spanish,A1,substance,indef,0.1,high,sg,1,1,una camisa,de telas,camisa,telas,Ayer me regalaron una camisa de telas que MASKTOKEN de contrabando.,Ayer me regalaron una camisa de telas que,$ES_SG,Ayer me regalaron una camisa de telas que,0.19406351973910319,0.06921198179508936,0.059351667839800726,0.1926862732992447,0.18435781282130392
3,Spanish,A1,substance,indef,0.1,ambi,pl,1,1,unas camisas,de telas,camisas,telas,Ayer me regalaron unas camisas de telas que MASKTOKEN de contrabando.,Ayer me regalaron unas camisas de telas que,$ES_PL,Ayer me regalaron unas camisas de telas que,0.22807757273872653,0.033147516363621454,0.0683317841004929,0.2621401632979996,0.19199140872706266
3,Spanish,A1,substance,indef,0.1,low,pl,1,1,una camisa,de telas,camisa,telas,Ayer me regalaron una camisa de telas que MASKTOKEN de contrabando.,Ayer me regalaron una camisa de telas que,$ES_PL,Ayer me regalaron una camisa de telas que,0.04102317618440665,0.030488216253943712,0.051300515423129744,0.051058836386133066,0.06312667544989381
3,Spanish,A1,substance,indef,0.1,high,pl,1,1,unas camisas,de tela,camisas,tela,Ayer me regalaron unas camisas de tela que MASKTOKEN de contrabando.,Ayer me regalaron unas camisas de tela que,$ES_PL,Ayer me regalaron unas camisas de tela que,0.2248593114889843,0.03342778202815677,0.02077573511120301,0.2615824472965471,0.18527945830817316
4,Spanish,A1,substance,def,0.0,ambi,sg,0,1,la manta,de tela,manta,tela,Al final Tomás compró la manta de tela que MASKTOKEN muy cara.,Al final Tomás compró la manta de tela que,$ES_SG,Al final Tomás compró la manta de tela que,0.2658499985277132,0.03782290833798574,0.04796402901479424,0.2624848581502306,0.30668094675681346
4,Spanish,A1,substance,def,0.0,low,sg,0,1,las mantas,de tela,mantas,tela,Al final Tomás compró las mantas de tela que MASKTOKEN muy cara.,Al final Tomás compró las mantas de tela que,$ES_SG,Al final Tomás compró las mantas de tela que,0.06083519436363716,0.04002511262723285,0.05442083524201213,0.12284018105733452,0.11987050949155176
4,Spanish,A1,substance,def,0.0,high,sg,0,1,la manta,de telas,manta,telas,Al final Tomás compró la manta de telas que MASKTOKEN muy cara.,Al final Tomás compró la manta de telas que,$ES_SG,Al final Tomás compró la manta de telas que,0.20267549064384838,0.08717195043618542,0.10878259418647118,0.1779247051529751,0.21496790436084012
4,Spanish,A1,substance,def,0.0,ambi,pl,0,1,las mantas,de telas,mantas,telas,Al final Tomás compró las mantas de telas que MASKTOKEN muy cara.,Al final Tomás compró las mantas de telas que,$ES_PL,Al final Tomás compró las mantas de telas que,0.12866263467685712,0.018744314217406632,0.04475146790857032,0.13303075279429777,0.17988624119863061
4,Spanish,A1,substance,def,0.0,low,pl,0,1,la manta,de telas,manta,telas,Al final Tomás compró la manta de telas que MASKTOKEN muy cara.,Al final Tomás compró la manta de telas que,$ES_PL,Al final Tomás compró la manta de telas que,0.03913761891273282,0.029808991882999014,0.0875870103583345,0.05897742161489106,0.05461329154605821
4,Spanish,A1,substance,def,0.0,high,pl,0,1,las mantas,de tela,mantas,tela,Al final Tomás compró las mantas de tela que MASKTOKEN muy cara.,Al final Tomás compró las mantas de tela que,$ES_PL,Al final Tomás compró las mantas de tela que,0.15912204097652705,0.02596492100509984,0.013984956589502495,0.17811182642171275,0.17530962401187367
4,Spanish,A1,substance,indef,0.0,ambi,sg,0,1,una manta,de tela,manta,tela,Al final Tomás compró una manta de tela que MASKTOKEN muy cara.,Al final Tomás compró una manta de tela que,$ES_SG,Al final Tomás compró una manta de tela que,0.28389954157900377,0.03623738640838525,0.045340169801575625,0.26823619546121336,0.33559395035974404
4,Spanish,A1,substance,indef,0.0,low,sg,0,1,unas mantas,de tela,mantas,tela,Al final Tomás compró unas mantas de tela que MASKTOKEN muy cara.,Al final Tomás compró unas mantas de tela que,$ES_SG,Al final Tomás compró unas mantas de tela que,0.037776282784749426,0.04362234387280017,0.054537663912808565,0.06613755941609156,0.05987407257212851
4,Spanish,A1,substance,indef,0.0,high,sg,0,1,una manta,de telas,manta,telas,Al final Tomás compró una manta de telas que MASKTOKEN muy cara.,Al final Tomás compró una manta de telas que,$ES_SG,Al final Tomás compró una manta de telas que,0.22714575606072174,0.04280146055816969,0.10423587080098429,0.20082728300845076,0.2807849929586723
4,Spanish,A1,substance,indef,0.0,ambi,pl,0,1,unas mantas,de telas,mantas,telas,Al final Tomás compró unas mantas de telas que MASKTOKEN muy cara.,Al final Tomás compró unas mantas de telas que,$ES_PL,Al final Tomás compró unas mantas de telas que,0.19274799254310437,0.02084606896189678,0.05577422053796843,0.2246117199965454,0.2261036161325478
4,Spanish,A1,substance,indef,0.0,low,pl,0,1,una manta,de telas,manta,telas,Al final Tomás compró una manta de telas que MASKTOKEN muy cara.,Al final Tomás compró una manta de telas que,$ES_PL,Al final Tomás compró una manta de telas que,0.025893183194654057,0.01850137917035055,0.07977610756140141,0.05059400008253334,0.033775733420686294
4,Spanish,A1,substance,indef,0.0,high,pl,0,1,unas mantas,de tela,mantas,tela,Al final Tomás compró unas mantas de tela que MASKTOKEN muy cara.,Al final Tomás compró unas mantas de tela que,$ES_PL,Al final Tomás compró unas mantas de tela que,0.23012720367822226,0.024059920435534732,0.015057836858801243,0.25430206108953257,0.2561483179026709
5,Spanish,A1,substance,def,0.02,ambi,sg,1,0,la bolsa,de piel,bolsa,piel,María hizo la bolsa de piel que MASKTOKEN mucho.,María hizo la bolsa de piel que,$ES_SG,María hizo la bolsa de piel que,0.27628215340445195,0.06605543210844034,0.05611016867588925,0.22798455415170338,0.3840807054645836
5,Spanish,A1,substance,def,0.02,low,sg,1,0,las bolsas,de piel,bolsas,piel,María hizo las bolsas de piel que MASKTOKEN mucho.,María hizo las bolsas de piel que,$ES_SG,María hizo las bolsas de piel que,0.0669016629522794,0.047723104227740176,0.04478791792816228,0.05746121464645171,0.05334699961812106
5,Spanish,A1,substance,def,0.02,high,sg,1,0,la bolsa,de pieles,bolsa,pieles,María hizo la bolsa de pieles que MASKTOKEN mucho.,María hizo la bolsa de pieles que,$ES_SG,María hizo la bolsa de pieles que,0.28472368246332813,0.03184189364027146,0.06697602682585851,0.19540187197048908,0.3543037460992622
5,Spanish,A1,substance,def,0.02,ambi,pl,1,0,las bolsas,de pieles,bolsas,pieles,María hizo las bolsas de pieles que MASKTOKEN mucho.,María hizo las bolsas de pieles que,$ES_PL,María hizo las bolsas de pieles que,0.24698793641849193,0.04322252299869628,0.02383953724191956,0.22990913117007494,0.2407212380497583
5,Spanish,A1,substance,def,0.02,low,pl,1,0,la bolsa,de pieles,bolsa,pieles,María hizo la bolsa de pieles que MASKTOKEN mucho.,María hizo la bolsa de pieles que,$ES_PL,María hizo la bolsa de pieles que,0.0073036811968769655,0.027800333934120847,0.02504075526948285,0.03366247332643013,0.012401995681123879
5,Spanish,A1,substance,def,0.02,high,pl,1,0,las bolsas,de piel,bolsas,piel,María hizo las bolsas de piel que MASKTOKEN mucho.,María hizo las bolsas de piel que,$ES_PL,María hizo las bolsas de piel que,0.23517581165438628,0.05319404063841682,0.02694945234029955,0.20433236489088813,0.2640509343649171
5,Spanish,A1,substance,indef,0.02,ambi,sg,1,0,una bolsa,de piel,bolsa,piel,María hizo una bolsa de piel que MASKTOKEN mucho.,María hizo una bolsa de piel que,$ES_SG,María hizo una bolsa de piel que,0.2968502886066062,0.0628201844558618,0.053493017160288536,0.2909421018479321,0.394622874876859
5,Spanish,A1,substance,indef,0.02,low,sg,1,0,unas bolsas,de piel,bolsas,piel,María hizo unas bolsas de piel que MASKTOKEN mucho.,María hizo unas bolsas de piel que,$ES_SG,María hizo unas bolsas de piel que,0.02775155969065679,0.06017472547975289,0.04423281239910959,0.030302337085082343,0.028989248514500687
5,Spanish,A1,substance,indef,0.02,high,sg,1,0,una bolsa,de pieles,bolsa,pieles,María hizo una bolsa de pieles que MASKTOKEN mucho.,María hizo una bolsa de pieles que,$ES_SG,María hizo una bolsa de pieles que,0.32178027433721823,0.026929896527518593,0.07274310265901446,0.28545718132899367,0.37915953938315283
5,Spanish,A1,substance,indef,0.02,ambi,pl,1,0,unas bolsas,de pieles,bolsas,pieles,María hizo unas bolsas de pieles que MASKTOKEN mucho.,María hizo unas bolsas de pieles que,$ES_PL,María hizo unas bolsas de pieles que,0.31738243469008154,0.031424421074639275,0.02354921430614365,0.33006920688487185,0.2978662762622548
5,Spanish,A1,substance,indef,0.02,low,pl,1,0,una bolsa,de pieles,bolsa,pieles,María hizo una bolsa de pieles que MASKTOKEN mucho.,María hizo una bolsa de pieles que,$ES_PL,María hizo una bolsa de pieles que,0.0055939357524472655,0.02713772018635084,0.030467210829966673,0.036922596723094614,0.01665946811984398
5,Spanish,A1,substance,indef,0.02,high,pl,1,0,unas bolsas,de piel,bolsas,piel,María hizo unas bolsas de piel que MASKTOKEN mucho.,María hizo unas bolsas de piel que,$ES_PL,María hizo unas bolsas de piel que,0.30759606180687626,0.03673811259864479,0.019812940349806185,0.28641147515492094,0.30247119782214327
6,Spanish,A1,substance,def,0.06,ambi,sg,0,1,la campana,de metal,campana,metal,Por fin colocaron la campana de metal que MASKTOKEN de la fundición.,Por fin colocaron la campana de metal que,$ES_SG,Por fin colocaron la campana de metal que,0.2679126263245166,0.060544015548857466,0.08044761068683726,0.3065055604554914,0.3028634366716716
6,Spanish,A1,substance,def,0.06,low,sg,0,1,las campanas,de metal,campanas,metal,Por fin colocaron las campanas de metal que MASKTOKEN de la fundición.,Por fin colocaron las campanas de metal que,$ES_SG,Por fin colocaron las campanas de metal que,0.032125708384292295,0.06863918853025763,0.08940285963503958,0.053494756449868675,0.02707408407932199
6,Spanish,A1,substance,def,0.06,high,sg,0,1,la campana,de metales,campana,metales,Por fin colocaron la campana de metales que MASKTOKEN de la fundición.,Por fin colocaron la campana de metales que,$ES_SG,Por fin colocaron la campana de metales que,0.22266732683937107,0.04281548619769482,0.059359628520087575,0.1421473462244478,0.1925855631837976
6,Spanish,A1,substance,def,0.06,ambi,pl,0,1,las campanas,de metales,campanas,metales,Por fin colocaron las campanas de metales que MASKTOKEN de la fundición.,Por fin colocaron las campanas de metales que,$ES_PL,Por fin colocaron las campanas de metales que,0.27038357901111,0.016901478022396832,0.023186259707361767,0.2469990653657419,0.2622958608210695
6,Spanish,A1,substance,def,0.06,low,pl,0,1,la campana,de metales,campana,metales,Por fin colocaron la campana de metales que MASKTOKEN de la fundición.,Por fin colocaron la campana de metales que,$ES_PL,Por fin colocaron la campana de metales que,0.05110238587111127,0.015397546378432048,0.016140059344365437,0.13818587618984424,0.06505011233918623
6,Spanish,A1,substance,def,0.06,high,pl,0,1,las campanas,de metal,campanas,metal,Por fin colocaron las campanas de metal que MASKTOKEN de la fundición.,Por fin colocaron las campanas de metal que,$ES_PL,Por fin colocaron las campanas de metal que,0.2966091683950367,0.02327401606918722,0.044810310650232665,0.2406156958118686,0.2757441975818935
6,Spanish,A1,substance,indef,0.06,ambi,sg,0,1,una campana,de metal,campana,metal,Por fin colocaron una campana de metal que MASKTOKEN de la fundición.,Por fin colocaron una campana de metal que,$ES_SG,Por fin colocaron una campana de metal que,0.29211745486250607,0.050873409174606254,0.055991040434811845,0.2890836093481397,0.3362501977300951
6,Spanish,A1,substance,indef,0.06,low,sg,0,1,unas campanas,de metal,campanas,metal,Por fin colocaron unas campanas de metal que MASKTOKEN de la fundición.,Por fin colocaron unas campanas de metal que,$ES_SG,Por fin colocaron unas campanas de metal que,0.02187825164883339,0.058479730407885344,0.08563393580701362,0.02320660329537816,0.019264189361649642
6,Spanish,A1,substance,indef,0.06,high,sg,0,1,una campana,de metales,campana,metales,Por fin colocaron una campana de metales que MASKTOKEN de la fundición.,Por fin colocaron una campana de metales que,$ES_SG,Por fin colocaron una campana de metales que,0.19900424537777894,0.053829227362481524,0.047673373157476,0.15946334368564408,0.258845468134524
6,Spanish,A1,substance,indef,0.06,ambi,pl,0,1,unas campanas,de metales,campanas,metales,Por fin colocaron unas campanas de metales que MASKTOKEN de la fundición.,Por fin colocaron unas campanas de metales que,$ES_PL,Por fin colocaron unas campanas de metales que,0.3078355019620176,0.016042950259983813,0.016465326762468355,0.31066297755910455,0.3109468355272895
6,Spanish,A1,substance,indef,0.06,low,pl,0,1,una campana,de metales,campana,metales,Por fin colocaron una campana de metales que MASKTOKEN de la fundición.,Por fin colocaron una campana de metales que,$ES_PL,Por fin colocaron una campana de metales que,0.06666166318089495,0.022656243527867437,0.013797115274079674,0.09188473027980137,0.05582198710350994
6,Spanish,A1,substance,indef,0.06,high,pl,0,1,unas campanas,de metal,campanas,metal,Por fin colocaron unas campanas de metal que MASKTOKEN de la fundición.,Por fin colocaron unas campanas de metal que,$ES_PL,Por fin colocaron unas campanas de metal que,0.33743456357363755,0.017133647351590953,0.02558805477937892,0.3439860123491201,0.3258052175006583
7,Spanish,A1,substance,def,0.04,ambi,sg,0,1,el pastel,de grano,pastel,grano,Ayer nos comimos el pastel de grano que MASKTOKEN en la tienda de productos orientales.,Ayer nos comimos el pastel de grano que,$ES_SG,Ayer nos comimos el pastel de grano que,0.3013439459948586,0.05925288381509164,0.0783470543961371,0.252138322704468,0.24548641618002875
7,Spanish,A1,substance,def,0.04,low,sg,0,1,los pasteles,de grano,pasteles,grano,Ayer nos comimos los pasteles de grano que MASKTOKEN en la tienda de productos orientales.,Ayer nos comimos los pasteles de grano que,$ES_SG,Ayer nos comimos los pasteles de grano que,0.0861499297960222,0.06868172013066831,0.07983884127030216,0.09846803937104198,0.09288310578978098
7,Spanish,A1,substance,def,0.04,high,sg,0,1,el pastel,de granos,pastel,granos,Ayer nos comimos el pastel de granos que MASKTOKEN en la tienda de productos orientales.,Ayer nos comimos el pastel de granos que,$ES_SG,Ayer nos comimos el pastel de granos que,0.32602553505580545,0.06900545850747353,0.1034735686342394,0.19680369099364725,0.20654243799572214
7,Spanish,A1,substance,def,0.04,ambi,pl,0,1,los pasteles,de granos,pasteles,granos,Ayer nos comimos los pasteles de granos que MASKTOKEN en la tienda de productos orientales.,Ayer nos comimos los pasteles de granos que,$ES_PL,Ayer nos comimos los pasteles de granos que,0.31603878147041087,0.019442154508976905,0.013340091556352851,0.21070311684542276,0.23789589675072875
7,Spanish,A1,substance,def,0.04,low,pl,0,1,el pastel,de granos,pastel,granos,Ayer nos comimos el pastel de granos que MASKTOKEN en la tienda de productos orientales.,Ayer nos comimos el pastel de granos que,$ES_PL,Ayer nos comimos el pastel de granos que,0.03858553993504188,0.020540107046326583,0.014675889949678389,0.10501673421507007,0.05708741896685865
7,Spanish,A1,substance,def,0.04,high,pl,0,1,los pasteles,de grano,pasteles,grano,Ayer nos comimos los pasteles de grano que MASKTOKEN en la tienda de productos orientales.,Ayer nos comimos los pasteles de grano que,$ES_PL,Ayer nos comimos los pasteles de grano que,0.23374491282970666,0.025948300293026194,0.019521465179755393,0.19895253778491906,0.19676454290674883
7,Spanish,A1,substance,indef,0.04,ambi,sg,0,1,un pastel,de grano,pastel,grano,Ayer nos comimos un pastel de grano que MASKTOKEN en la tienda de productos orientales.,Ayer nos comimos un pastel de grano que,$ES_SG,Ayer nos comimos un pastel de grano que,0.3212910710323058,0.057197618229595903,0.06863769887894566,0.2865795536358178,0.271764038330673
7,Spanish,A1,substance,indef,0.04,low,sg,0,1,unos pasteles,de grano,pasteles,grano,Ayer nos comimos unos pasteles de grano que MASKTOKEN en la tienda de productos orientales.,Ayer nos comimos unos pasteles de grano que,$ES_SG,Ayer nos comimos unos pasteles de grano que,0.06957396418607686,0.060522101084126756,0.07239487843844072,0.04536645125523364,0.05933831115362409
7,Spanish,A1,substance,indef,0.04,high,sg,0,1,un pastel,de granos,pastel,granos,Ayer nos comimos un pastel de granos que MASKTOKEN en la tienda de productos orientales.,Ayer nos comimos un pastel de granos que,$ES_SG,Ayer nos comimos un pastel de granos que,0.3475953759116237,0.06994926761695797,0.0920218960021395,0.20836240389581917,0.2883522834915766
