item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_1-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_2-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_3-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_4-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_5-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_6-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_7-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_8-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_9-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_10-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_11-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_12-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_13-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_14-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_15-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_16-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_17-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_18-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_19-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_20-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_21-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_22-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_23-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_24-d0.2.pt_prob,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_25-d0.2.pt_prob
1,English,A1,substance,indef,0.39,low,pl,0,0,a table,of woods,table,woods,In the garage we keep a table of woods that MASKTOKEN carved this Christmas holiday.,In the garage we keep a table of woods that,$PL,In the garage we keep a table of woods that,0.4306569211613285,0.3341323838146053,0.5420556796517815,0.42973595166083456,0.4384250296670178,0.11847789214160187,0.32508839457210037,0.4903104973647672,0.26584744978101327,0.3226309409748609,0.31988616636639833,0.603384999937874,0.20113726383983277,0.19562521859477755,0.2666600967804573,0.3308524379554427,0.4458158047086478,0.2754510033481381,0.4904564477342852,0.44661257965437073,0.47181035621561307,0.24454999934356003,0.3162656670704216,0.4162583791949537,0.3444845113290569
1,English,A1,substance,indef,0.39,high,pl,0,0,some tables,of wood,tables,wood,In the garage we keep some tables of wood that MASKTOKEN carved this Christmas holiday.,In the garage we keep some tables of wood that,$PL,In the garage we keep some tables of wood that,0.24919080161294094,0.18399427538259872,0.27223143673788286,0.35180169273787953,0.3694260405110006,0.324809896255303,0.3007281458703517,0.22217343322700955,0.16967113086797347,0.19314736252797005,0.22842029320436197,0.44641429089297446,0.2945771363297034,0.19024964979955428,0.18792187131862548,0.4242675736215986,0.3344455662997383,0.28339364273104195,0.5106603064533726,0.2640863585283597,0.438616035167108,0.27638692657286423,0.2872791794646936,0.3184742195245276,0.47320578012098125
2,English,A1,substance,def,0.13,ambi,sg,0,1,the lamp,of material,lamp,material,To my sister they gave the lamp of material that MASKTOKEN polished until it looked like marble.,To my sister they gave the lamp of material that,$SG,To my sister they gave the lamp of material that,0.2419351717925542,0.19591007676101757,0.13067339862696592,0.23428163073820052,0.19714081717193643,0.15773540611737324,0.18119179897053428,0.1911321619709021,0.21571978007560766,0.18349130217442777,0.151987971481077,0.16461305856142516,0.2118686900018485,0.13743391335964006,0.10239837153727116,0.22615302719661035,0.12737562045444584,0.19607820068335613,0.18859349344310417,0.16441394663236508,0.19683330116276565,0.2011056729986942,0.31403461343693095,0.1975370736611266,0.18816476569746143
2,English,A1,substance,def,0.13,low,sg,0,1,the lamps,of material,lamps,material,To my sister they gave the lamps of material that MASKTOKEN polished until it looked like marble.,To my sister they gave the lamps of material that,$SG,To my sister they gave the lamps of material that,0.1962799391583081,0.16806173534385316,0.08258645727453207,0.1855527692062129,0.13893150321666425,0.08724225727702306,0.15670447356538197,0.17253889838982062,0.15865574726307052,0.1320739323905249,0.1385279322022015,0.14505228141989335,0.1023570273284804,0.12577821751457918,0.07112924923180053,0.15879316290633705,0.09606049185068777,0.11711464073459066,0.10617145141763373,0.06531577588890514,0.11818834317566473,0.14946196221153407,0.4153633757619124,0.12317685926464694,0.11136816351576329
2,English,A1,substance,def,0.13,high,sg,0,1,the lamp,of materials,lamp,materials,To my sister they gave the lamp of materials that MASKTOKEN polished until it looked like marble.,To my sister they gave the lamp of materials that,$SG,To my sister they gave the lamp of materials that,0.0593625174664858,0.03669962921032255,0.0499418552427211,0.1068692747356037,0.03495580926870101,0.04213434803546745,0.050541244108684324,0.03615412423797926,0.04481279086694023,0.049346609980142286,0.018849983739309017,0.03209625881941225,0.04297478244171771,0.05800163113932655,0.030404322893798685,0.03708653619043778,0.042686905282161014,0.08125673576471026,0.02776357734470647,0.020453507453126685,0.04572426662310747,0.03616068155648189,0.11022109228293608,0.07601731946393597,0.05925040672725235
2,English,A1,substance,def,0.13,ambi,pl,0,1,the lamps,of materials,lamps,materials,To my sister they gave the lamps of materials that MASKTOKEN polished until it looked like marble.,To my sister they gave the lamps of materials that,$PL,To my sister they gave the lamps of materials that,0.3807078308637495,0.311100912669696,0.26368131347967605,0.29262042594722715,0.3511553322957992,0.27062378673359433,0.3484933868269593,0.358732035550414,0.3235726613839809,0.30360929623255295,0.2752703546255546,0.3705570593877141,0.377190624462294,0.25594144940106567,0.2785509313462988,0.3950805176279193,0.3803416185863746,0.3136743526002945,0.356817898554592,0.4071053664330222,0.2822008037682764,0.30827221203565003,0.2160750412409751,0.33759243611642553,0.24540397638681632
2,English,A1,substance,def,0.13,low,pl,0,1,the lamp,of materials,lamp,materials,To my sister they gave the lamp of materials that MASKTOKEN polished until it looked like marble.,To my sister they gave the lamp of materials that,$PL,To my sister they gave the lamp of materials that,0.2952403990557535,0.2692103666976422,0.19832950389704607,0.1888087590226668,0.32023946013250804,0.14352020580792768,0.2995443101718127,0.270030173829646,0.2661559286651993,0.2313016683564495,0.24698232306202073,0.31975671281703555,0.21742830683197667,0.14326893013745234,0.22635253165415392,0.3160253819215626,0.2753361019823739,0.20881571560327927,0.28602192621390854,0.34007200430338713,0.18410421210396777,0.24198132747708412,0.17005571837627187,0.21285871853176452,0.21398714618229064
2,English,A1,substance,def,0.13,high,pl,0,1,the lamps,of material,lamps,material,To my sister they gave the lamps of material that MASKTOKEN polished until it looked like marble.,To my sister they gave the lamps of material that,$PL,To my sister they gave the lamps of material that,0.18241306413666347,0.10502426142990906,0.17541553534852738,0.10358370143634232,0.10331728178399935,0.14306734278207678,0.1207603508272923,0.14999781786319488,0.10989200092585705,0.11214561033975201,0.136840337380022,0.1779654289023611,0.15411156336898557,0.15501268103326638,0.10670514483362759,0.1624996353727841,0.24402828546356403,0.18109234928167695,0.13541497859879215,0.22578655469368414,0.16563359903103247,0.10631703945778637,0.04958655712999871,0.16808450377171535,0.13095115985316497
2,English,A1,substance,indef,0.13,ambi,sg,0,1,a lamp,of material,lamp,material,To my sister they gave a lamp of material that MASKTOKEN polished until it looked like marble.,To my sister they gave a lamp of material that,$SG,To my sister they gave a lamp of material that,0.26602691405827006,0.25642422276267895,0.21096111475721013,0.24759319947264657,0.1503705681737708,0.20174070974284564,0.20659230400996265,0.24494294905126424,0.2291155447602673,0.18039639905148608,0.15184813857691726,0.17559010561229016,0.21845849815872498,0.20232771803561533,0.14065379570790792,0.21349817455191378,0.10778860542239777,0.19633547305964072,0.1908391459981047,0.1716956708393731,0.19863537656748953,0.23268895822687607,0.22786533303404877,0.20228990531950997,0.20292550589113434
2,English,A1,substance,indef,0.13,low,sg,0,1,some lamps,of material,lamps,material,To my sister they gave some lamps of material that MASKTOKEN polished until it looked like marble.,To my sister they gave some lamps of material that,$SG,To my sister they gave some lamps of material that,0.16248966997141667,0.14723961896077853,0.10226287503116893,0.19237866767417167,0.10651030921941107,0.05556883216909214,0.15589851328579662,0.1593590856711522,0.13396031720169432,0.1267526226908524,0.08671519232389535,0.13645881777341273,0.09552147484737361,0.1273124134160124,0.03609304763709087,0.1600476086712841,0.08705544087526196,0.14088777343736858,0.046818903738191864,0.08306443351216952,0.09557614292832817,0.15134347736798848,0.3783130531154031,0.14243312981619294,0.1302328089488194
2,English,A1,substance,indef,0.13,high,sg,0,1,a lamp,of materials,lamp,materials,To my sister they gave a lamp of materials that MASKTOKEN polished until it looked like marble.,To my sister they gave a lamp of materials that,$SG,To my sister they gave a lamp of materials that,0.06902810952615468,0.040384256398433016,0.05821318917388174,0.09278096419319137,0.04001939372309948,0.09572838989296173,0.05576107779660333,0.04599977098408825,0.05064748369599226,0.029368407233951732,0.018515487828415278,0.03539872063623761,0.04166412120610907,0.05888214365040412,0.040880239728912304,0.04440917888156237,0.03167657669322388,0.0956116954909012,0.02316170129099593,0.022771858476124396,0.05894810477378254,0.04964149287342989,0.05716585226026005,0.06321002242538443,0.06721669664707264
2,English,A1,substance,indef,0.13,ambi,pl,0,1,some lamps,of materials,lamps,materials,To my sister they gave some lamps of materials that MASKTOKEN polished until it looked like marble.,To my sister they gave some lamps of materials that,$PL,To my sister they gave some lamps of materials that,0.3703809298929832,0.2658084880206175,0.27272736891416116,0.25590094609315095,0.33979782887864385,0.25213611353263055,0.3512752385839928,0.35094988552794604,0.33417402746918157,0.3252111607027057,0.24661277060899778,0.39731985138222115,0.3000669907272169,0.3332481137553245,0.3221861576101439,0.3375580215219762,0.3996518785131915,0.2781213464268877,0.3959275041712722,0.3955689419402475,0.28281823806694817,0.28179803444675344,0.24425867280467628,0.3238670694970116,0.3022294078227086
2,English,A1,substance,indef,0.13,low,pl,0,1,a lamp,of materials,lamp,materials,To my sister they gave a lamp of materials that MASKTOKEN polished until it looked like marble.,To my sister they gave a lamp of materials that,$PL,To my sister they gave a lamp of materials that,0.3097760694995766,0.2742953434477098,0.2260004674487277,0.2240816692627341,0.28487499679382644,0.10854301063015726,0.2907963083223919,0.2768087497024325,0.25448652652130477,0.29837973845200416,0.1981943090044922,0.33257567960363943,0.27309949046312454,0.19277817502882044,0.2253878766020847,0.3210291712516522,0.2736884592207769,0.20459693537532253,0.33188844343133184,0.3605425450594488,0.1836193115358924,0.2301008699522804,0.2188087860428407,0.25295169043797205,0.24504376458130928
2,English,A1,substance,indef,0.13,high,pl,0,1,some lamps,of material,lamps,material,To my sister they gave some lamps of material that MASKTOKEN polished until it looked like marble.,To my sister they gave some lamps of material that,$PL,To my sister they gave some lamps of material that,0.22601692923117822,0.10299832776614437,0.19009793834426603,0.09566001057269169,0.1382353509214571,0.19810985019033822,0.1389672158030537,0.15195830749177475,0.12729965638331286,0.11594356317562404,0.16681031816123237,0.1924748011887587,0.15873785005387475,0.18352540434885256,0.1369620928127695,0.11771529978816986,0.2601818808730041,0.1434835539376209,0.20866835888786373,0.19178038900584227,0.16601062684011758,0.10942267022333141,0.06055339185465236,0.1616768263483852,0.14186372439570238
3,English,A1,substance,def,0.3,ambi,sg,1,1,the shirt,of fabric,shirt,fabric,Yesterday they gave me the shirt of fabric that MASKTOKEN illegally imported. ,Yesterday they gave me the shirt of fabric that,$SG,Yesterday they gave me the shirt of fabric that,0.2565752431055923,0.2470672366202189,0.21661024298367515,0.30164134312824853,0.21338781217770908,0.21590569067343734,0.24438766265426182,0.1991745776227134,0.21287158066764533,0.2384868064733272,0.2509942979232225,0.19986081074518225,0.2626828177280611,0.21056951758676945,0.12162645458942123,0.17707587612634335,0.24714514271058885,0.2047955376621804,0.21783509944244095,0.21490546818434542,0.25815314724665583,0.1958752674145483,0.22134080598623918,0.24245805194407222,0.2492862670235021
3,English,A1,substance,def,0.3,low,sg,1,1,the shirts,of fabric,shirts,fabric,Yesterday they gave me the shirts of fabric that MASKTOKEN illegally imported. ,Yesterday they gave me the shirts of fabric that,$SG,Yesterday they gave me the shirts of fabric that,0.10347313879899112,0.1583823667190618,0.13220156400237926,0.15884452801451943,0.10080834725784626,0.09053753378053031,0.1734718969775848,0.13768581871206464,0.18371807185057865,0.11591878348226947,0.1308049770746713,0.06111312179097084,0.18638776488603526,0.1419831040510644,0.06685634733308987,0.09300859502074843,0.12309078729974932,0.13583264446331533,0.053423819024897234,0.14732169659917593,0.10397254829556601,0.14804698917236436,0.19308788430267754,0.19886426670799295,0.15164791332976257
3,English,A1,substance,def,0.3,high,sg,1,1,the shirt,of fabrics,shirt,fabrics,Yesterday they gave me the shirt of fabrics that MASKTOKEN illegally imported. ,Yesterday they gave me the shirt of fabrics that,$SG,Yesterday they gave me the shirt of fabrics that,0.052169263237363594,0.042042471926348135,0.056078023339327654,0.07886863189340287,0.02923634567303779,0.023234701407662373,0.16994354127327327,0.04553608411860921,0.031806360303780146,0.042417745583077426,0.022305027821663437,0.057659910060660735,0.046697651293205134,0.022429946931641354,0.019233910419595546,0.04505819627450425,0.04147048311802326,0.07742159954944716,0.029365588628271322,0.028185936426955993,0.05451327014110596,0.065323863734712,0.06711803449830622,0.061612488490906614,0.06305462307110243
3,English,A1,substance,def,0.3,ambi,pl,1,1,the shirts,of fabrics,shirts,fabrics,Yesterday they gave me the shirts of fabrics that MASKTOKEN illegally imported. ,Yesterday they gave me the shirts of fabrics that,$PL,Yesterday they gave me the shirts of fabrics that,0.3818209412813278,0.31336723158180035,0.27597643316826037,0.37375898559988574,0.3957233324198972,0.4132032666598686,0.2837284774638551,0.35479053070372935,0.3713253552585769,0.3074433674306096,0.36133760530337433,0.3341228510039578,0.37725438948185896,0.4009879070687301,0.3440975935714725,0.3627365484458833,0.4290677604885573,0.3723620626427362,0.3580840298384125,0.4113513626004277,0.3988152737964885,0.290224542706357,0.2591508297536933,0.3171274901289607,0.34226151971853547
3,English,A1,substance,def,0.3,low,pl,1,1,the shirt,of fabrics,shirt,fabrics,Yesterday they gave me the shirt of fabrics that MASKTOKEN illegally imported. ,Yesterday they gave me the shirt of fabrics that,$PL,Yesterday they gave me the shirt of fabrics that,0.3323948116357478,0.28179083983991404,0.24540391413486162,0.2659866421987047,0.36768555728881136,0.28279726129356675,0.18167386596963198,0.289673223105428,0.3352357884793946,0.2257656626065554,0.2824002906673826,0.2178990176042248,0.30617234726225995,0.32234411255179296,0.29935939808927614,0.3127082050013028,0.3160358942557888,0.24611965420993442,0.2816048477351436,0.3924310170732639,0.28712797312915583,0.19787442484290496,0.2148187577978362,0.25221429175113386,0.26647360911504414
3,English,A1,substance,def,0.3,high,pl,1,1,the shirts,of fabric,shirts,fabric,Yesterday they gave me the shirts of fabric that MASKTOKEN illegally imported. ,Yesterday they gave me the shirts of fabric that,$PL,Yesterday they gave me the shirts of fabric that,0.2435498318489948,0.13897960127500042,0.16937672772898082,0.18577674621658957,0.24608616060716848,0.23389872320640492,0.2013985059612331,0.1446433088591803,0.10351688460866271,0.16114856775979902,0.19863873535379462,0.20181418053275024,0.1356412921006438,0.15456648498317804,0.1780030800964827,0.2919918996001769,0.2725286707449772,0.17637765421364193,0.19749525711514693,0.21059302955039882,0.25987020413301565,0.11896301507246454,0.13296536483615284,0.13680093880761213,0.15729822634048674
3,English,A1,substance,indef,0.3,ambi,sg,1,1,a shirt,of fabric,shirt,fabric,Yesterday they gave me a shirt of fabric that MASKTOKEN illegally imported. ,Yesterday they gave me a shirt of fabric that,$SG,Yesterday they gave me a shirt of fabric that,0.24891875453779022,0.25434920795464766,0.22536776074348408,0.30325136331355695,0.20135498489954173,0.2066106106081893,0.23855136941213573,0.21343427864962372,0.2450444502845066,0.25010957905242703,0.2378032994385748,0.22216352684718998,0.2914803015657652,0.26690556600704696,0.16913492227305582,0.22304112723031988,0.19231751373826356,0.19762339376717364,0.23860296148588667,0.26698261992090444,0.2388484439279388,0.22258041035925213,0.2137325794179814,0.2737711742482343,0.252657403403461
3,English,A1,substance,indef,0.3,low,sg,1,1,some shirts,of fabric,shirts,fabric,Yesterday they gave me some shirts of fabric that MASKTOKEN illegally imported. ,Yesterday they gave me some shirts of fabric that,$SG,Yesterday they gave me some shirts of fabric that,0.10034686970132611,0.12193482651799314,0.12287163996867889,0.19846979267149045,0.08407891684589508,0.06660227025758925,0.17187537180655,0.12818383031550518,0.14860250135953557,0.10114592654824373,0.11623668545594157,0.0668641090693729,0.1707282777422563,0.1682382834544427,0.027583050060019154,0.11037532202162259,0.11007697060523336,0.1426389072792107,0.04221918680413328,0.13422144191578855,0.0833524853225569,0.1658016082161149,0.1938046400278406,0.17740826453377045,0.14172159746913682
3,English,A1,substance,indef,0.3,high,sg,1,1,a shirt,of fabrics,shirt,fabrics,Yesterday they gave me a shirt of fabrics that MASKTOKEN illegally imported. ,Yesterday they gave me a shirt of fabrics that,$SG,Yesterday they gave me a shirt of fabrics that,0.05204204990751515,0.04669589758858694,0.06511372874871624,0.0698500941255733,0.031849377768166764,0.03725752621368961,0.17239909097114392,0.050204109997822766,0.0379784030078405,0.03608713699063881,0.029947867630567337,0.0537199627513445,0.05159968658198788,0.03208755232933491,0.021322260004566385,0.04781830420600186,0.04205580806730147,0.09217488407899532,0.025992617434076104,0.03146551308245604,0.0575706660074351,0.07454422041886488,0.05904092718275411,0.0715929267624884,0.09724748747698264
3,English,A1,substance,indef,0.3,ambi,pl,1,1,some shirts,of fabrics,shirts,fabrics,Yesterday they gave me some shirts of fabrics that MASKTOKEN illegally imported. ,Yesterday they gave me some shirts of fabrics that,$PL,Yesterday they gave me some shirts of fabrics that,0.3877253362569779,0.3034852743852987,0.2935214698565183,0.3775283444624482,0.3937063429611385,0.3517200422936817,0.3474705950900976,0.42180749078219293,0.36754784905983584,0.3331227313869505,0.3404650674623202,0.3706594829750287,0.373557434098192,0.43114785803950184,0.38106750269136214,0.3822667111499878,0.41611363500375065,0.3471730956993557,0.40543658779323466,0.4507373631664269,0.4522750597162766,0.2999266543784107,0.3037900058893186,0.32341537297590595,0.3394989695509345
