item,exp,cond,contrast,matrix,embedded,pronoun,N1,N2,N1_gender,N2_gender,mask_sents,auto_sents,target,sent,/data/bert-base-uncased_surp,/data/roberta-base_surp
4,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,nun,f,f,the woman said that the nun had hidden MASKTOKEN effectively from the persistent agents of the secret police.,the woman said that the nun had hidden,him,the woman said that the nun had hidden MASKTOKEN effectively from the persistent agents of the secret police.,6.792294979095459,6.23491907119751
4,1,Common Nouns,Match_Match,Match,Match,his,man,monk,m,m,the man said that the monk had hidden MASKTOKEN belief effectively from the persistent agents of the secret police.,the man said that the monk had hidden,his,the man said that the monk had hidden MASKTOKEN belief effectively from the persistent agents of the secret police.,0.20790636539459229,0.14751797914505005
4,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,nun,m,f,the man said that the nun had hidden MASKTOKEN belief effectively from the persistent agents of the secret police.,the man said that the nun had hidden,his,the man said that the nun had hidden MASKTOKEN belief effectively from the persistent agents of the secret police.,5.213487148284912,7.246372699737549
4,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,monk,f,m,the woman said that the monk had hidden MASKTOKEN belief effectively from the persistent agents of the secret police.,the woman said that the monk had hidden,his,the woman said that the monk had hidden MASKTOKEN belief effectively from the persistent agents of the secret police.,1.1696640253067017,0.19588804244995117
4,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,nun,f,f,the woman said that the nun had hidden MASKTOKEN belief effectively from the persistent agents of the secret police.,the woman said that the nun had hidden,his,the woman said that the nun had hidden MASKTOKEN belief effectively from the persistent agents of the secret police.,10.307978630065918,8.106136322021484
5,1,Common Nouns,Match_Match,Match,Match,him,man,stock broker,m,m,the man believed that the stock broker had deceived MASKTOKEN repeatedly about the extent of the illegal activity.,the man believed that the stock broker had deceived,him,the man believed that the stock broker had deceived MASKTOKEN repeatedly about the extent of the illegal activity.,0.06569666415452957,0.01711287908256054
5,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,secretary,m,f,the man believed that the secretary had deceived MASKTOKEN repeatedly about the extent of the illegal activity.,the man believed that the secretary had deceived,him,the man believed that the secretary had deceived MASKTOKEN repeatedly about the extent of the illegal activity.,0.047747816890478134,0.016469286754727364
5,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,stock broker,f,m,the woman believed that the stock broker had deceived MASKTOKEN repeatedly about the extent of the illegal activity.,the woman believed that the stock broker had deceived,him,the woman believed that the stock broker had deceived MASKTOKEN repeatedly about the extent of the illegal activity.,4.146158695220947,6.657384395599365
5,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,secretary,f,f,the woman believed that the secretary had deceived MASKTOKEN repeatedly about the extent of the illegal activity.,the woman believed that the secretary had deceived,him,the woman believed that the secretary had deceived MASKTOKEN repeatedly about the extent of the illegal activity.,4.310558795928955,4.77675724029541
5,1,Common Nouns,Match_Match,Match,Match,his,man,stock broker,m,m,the man believed that the stock broker had deceived MASKTOKEN boss repeatedly about the extent of the illegal activity.,the man believed that the stock broker had deceived,his,the man believed that the stock broker had deceived MASKTOKEN boss repeatedly about the extent of the illegal activity.,0.3381229043006897,0.18087251484394073
5,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,secretary,m,f,the man believed that the secretary had deceived MASKTOKEN boss repeatedly about the extent of the illegal activity.,the man believed that the secretary had deceived,his,the man believed that the secretary had deceived MASKTOKEN boss repeatedly about the extent of the illegal activity.,0.6734583973884583,0.3968271315097809
5,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,stock broker,f,m,the woman believed that the stock broker had deceived MASKTOKEN boss repeatedly about the extent of the illegal activity.,the woman believed that the stock broker had deceived,his,the woman believed that the stock broker had deceived MASKTOKEN boss repeatedly about the extent of the illegal activity.,2.901090383529663,1.8502293825149536
5,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,secretary,f,f,the woman believed that the secretary had deceived MASKTOKEN boss repeatedly about the extent of the illegal activity.,the woman believed that the secretary had deceived,his,the woman believed that the secretary had deceived MASKTOKEN boss repeatedly about the extent of the illegal activity.,4.53456974029541,2.07515549659729
6,1,Common Nouns,Match_Match,Match,Match,him,man,football player,m,m,the man said that the football player had embarrassed MASKTOKEN repeatedly in front of the visiting college recruiters.,the man said that the football player had embarrassed,him,the man said that the football player had embarrassed MASKTOKEN repeatedly in front of the visiting college recruiters.,0.1494140923023224,0.09146557748317719
6,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,dancer,m,f,the man said that the dancer had embarrassed MASKTOKEN repeatedly in front of the visiting college recruiters.,the man said that the dancer had embarrassed,him,the man said that the dancer had embarrassed MASKTOKEN repeatedly in front of the visiting college recruiters.,0.2558581531047821,0.07304893434047699
6,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,football player,f,m,the woman said that the football player had embarrassed MASKTOKEN repeatedly in front of the visiting college recruiters.,the woman said that the football player had embarrassed,him,the woman said that the football player had embarrassed MASKTOKEN repeatedly in front of the visiting college recruiters.,4.003607273101807,8.027624130249023
6,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,dancer,f,f,the woman said that the dancer had embarrassed MASKTOKEN repeatedly in front of the visiting college recruiters.,the woman said that the dancer had embarrassed,him,the woman said that the dancer had embarrassed MASKTOKEN repeatedly in front of the visiting college recruiters.,4.075954437255859,6.973013877868652
6,1,Common Nouns,Match_Match,Match,Match,his,man,football player,m,m,the man said that the football player had embarrassed MASKTOKEN friends repeatedly in front of the visiting college recruiters.,the man said that the football player had embarrassed,his,the man said that the football player had embarrassed MASKTOKEN friends repeatedly in front of the visiting college recruiters.,0.013785751536488533,0.06437108665704727
6,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,dancer,m,f,the man said that the dancer had embarrassed MASKTOKEN friends repeatedly in front of the visiting college recruiters.,the man said that the dancer had embarrassed,his,the man said that the dancer had embarrassed MASKTOKEN friends repeatedly in front of the visiting college recruiters.,0.28745073080062866,0.1006164625287056
6,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,football player,f,m,the woman said that the football player had embarrassed MASKTOKEN friends repeatedly in front of the visiting college recruiters.,the woman said that the football player had embarrassed,his,the woman said that the football player had embarrassed MASKTOKEN friends repeatedly in front of the visiting college recruiters.,1.4291683435440063,3.227323293685913
6,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,dancer,f,f,the woman said that the dancer had embarrassed MASKTOKEN friends repeatedly in front of the visiting college recruiters.,the woman said that the dancer had embarrassed,his,the woman said that the dancer had embarrassed MASKTOKEN friends repeatedly in front of the visiting college recruiters.,5.900001049041748,4.876479625701904
7,1,Common Nouns,Match_Match,Match,Match,him,man,drug addict,m,m,the man worried that the drug addict would resent MASKTOKEN fairly when the withdrawal symptoms became unbearable.,the man worried that the drug addict would resent,him,the man worried that the drug addict would resent MASKTOKEN fairly when the withdrawal symptoms became unbearable.,0.1161034107208252,0.13948498666286469
7,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,pop singer,m,f,the man worried that the pop singer would resent MASKTOKEN fairly when the withdrawal symptoms became unbearable.,the man worried that the pop singer would resent,him,the man worried that the pop singer would resent MASKTOKEN fairly when the withdrawal symptoms became unbearable.,0.19690808653831482,0.13108983635902405
7,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,drug addict,f,m,the woman worried that the drug addict would resent MASKTOKEN fairly when the withdrawal symptoms became unbearable.,the woman worried that the drug addict would resent,him,the woman worried that the drug addict would resent MASKTOKEN fairly when the withdrawal symptoms became unbearable.,5.167729377746582,5.615926742553711
7,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,pop singer,f,f,the woman worried that the pop singer would resent MASKTOKEN fairly when the withdrawal symptoms became unbearable.,the woman worried that the pop singer would resent,him,the woman worried that the pop singer would resent MASKTOKEN fairly when the withdrawal symptoms became unbearable.,4.71091365814209,5.922104358673096
7,1,Common Nouns,Match_Match,Match,Match,his,man,drug addict,m,m,the man worried that the drug addict would resent MASKTOKEN body fairly when the withdrawal symptoms became unbearable.,the man worried that the drug addict would resent,his,the man worried that the drug addict would resent MASKTOKEN body fairly when the withdrawal symptoms became unbearable.,0.29538288712501526,0.18203692138195038
7,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,pop singer,m,f,the man worried that the pop singer would resent MASKTOKEN body fairly when the withdrawal symptoms became unbearable.,the man worried that the pop singer would resent,his,the man worried that the pop singer would resent MASKTOKEN body fairly when the withdrawal symptoms became unbearable.,0.8272495269775391,0.7503882646560669
7,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,drug addict,f,m,the woman worried that the drug addict would resent MASKTOKEN body fairly when the withdrawal symptoms became unbearable.,the woman worried that the drug addict would resent,his,the woman worried that the drug addict would resent MASKTOKEN body fairly when the withdrawal symptoms became unbearable.,1.8500066995620728,2.067779779434204
7,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,pop singer,f,f,the woman worried that the pop singer would resent MASKTOKEN body fairly when the withdrawal symptoms became unbearable.,the woman worried that the pop singer would resent,his,the woman worried that the pop singer would resent MASKTOKEN body fairly when the withdrawal symptoms became unbearable.,2.1566712856292725,1.8240108489990234
8,1,Common Nouns,Match_Match,Match,Match,him,man,police officer,m,m,the man recalled that the police officer had contradicted MASKTOKEN completely during the intense cross examination.,the man recalled that the police officer had contradicted,him,the man recalled that the police officer had contradicted MASKTOKEN completely during the intense cross examination.,0.10053032636642456,0.4667959213256836
8,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,social worker,m,f,the man recalled that the social worker had contradicted MASKTOKEN completely during the intense cross examination.,the man recalled that the social worker had contradicted,him,the man recalled that the social worker had contradicted MASKTOKEN completely during the intense cross examination.,0.17191465198993683,0.5944876670837402
8,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,police officer,f,m,the woman recalled that the police officer had contradicted MASKTOKEN completely during the intense cross examination.,the woman recalled that the police officer had contradicted,him,the woman recalled that the police officer had contradicted MASKTOKEN completely during the intense cross examination.,5.090939998626709,3.7718753814697266
8,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,social worker,f,f,the woman recalled that the social worker had contradicted MASKTOKEN completely during the intense cross examination.,the woman recalled that the social worker had contradicted,him,the woman recalled that the social worker had contradicted MASKTOKEN completely during the intense cross examination.,5.307491779327393,3.5466482639312744
8,1,Common Nouns,Match_Match,Match,Match,his,man,police officer,m,m,the man recalled that the police officer had contradicted MASKTOKEN lawyer completely during the intense cross examination.,the man recalled that the police officer had contradicted,his,the man recalled that the police officer had contradicted MASKTOKEN lawyer completely during the intense cross examination.,0.4869009256362915,0.9322924613952637
8,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,social worker,m,f,the man recalled that the social worker had contradicted MASKTOKEN lawyer completely during the intense cross examination.,the man recalled that the social worker had contradicted,his,the man recalled that the social worker had contradicted MASKTOKEN lawyer completely during the intense cross examination.,1.8841627836227417,1.683449387550354
8,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,police officer,f,m,the woman recalled that the police officer had contradicted MASKTOKEN lawyer completely during the intense cross examination.,the woman recalled that the police officer had contradicted,his,the woman recalled that the police officer had contradicted MASKTOKEN lawyer completely during the intense cross examination.,6.414239883422852,2.227226972579956
8,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,social worker,f,f,the woman recalled that the social worker had contradicted MASKTOKEN lawyer completely during the intense cross examination.,the woman recalled that the social worker had contradicted,his,the woman recalled that the social worker had contradicted MASKTOKEN lawyer completely during the intense cross examination.,8.414785385131836,3.576058864593506
9,1,Common Nouns,Match_Match,Match,Match,him,man,building contractor,m,m,the man insisted that the building contractor should familiarize MASKTOKEN thoroughly with every detail of the plans.,the man insisted that the building contractor should familiarize,him,the man insisted that the building contractor should familiarize MASKTOKEN thoroughly with every detail of the plans.,0.7390261292457581,0.6960917711257935
9,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,interior designer,m,f,the man insisted that the interior designer should familiarize MASKTOKEN thoroughly with every detail of the plans.,the man insisted that the interior designer should familiarize,him,the man insisted that the interior designer should familiarize MASKTOKEN thoroughly with every detail of the plans.,1.6953856945037842,0.7833452820777893
9,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,building contractor,f,m,the woman insisted that the building contractor should familiarize MASKTOKEN thoroughly with every detail of the plans.,the woman insisted that the building contractor should familiarize,him,the woman insisted that the building contractor should familiarize MASKTOKEN thoroughly with every detail of the plans.,2.7455434799194336,6.034893035888672
9,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,interior designer,f,f,the woman insisted that the interior designer should familiarize MASKTOKEN thoroughly with every detail of the plans.,the woman insisted that the interior designer should familiarize,him,the woman insisted that the interior designer should familiarize MASKTOKEN thoroughly with every detail of the plans.,3.960099220275879,5.16433572769165
9,1,Common Nouns,Match_Match,Match,Match,his,man,building contractor,m,m,the man insisted that the building contractor should familiarize MASKTOKEN coworkers thoroughly with every detail of the plans.,the man insisted that the building contractor should familiarize,his,the man insisted that the building contractor should familiarize MASKTOKEN coworkers thoroughly with every detail of the plans.,0.034426212310791016,0.04198744148015976
9,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,interior designer,m,f,the man insisted that the interior designer should familiarize MASKTOKEN coworkers thoroughly with every detail of the plans.,the man insisted that the interior designer should familiarize,his,the man insisted that the interior designer should familiarize MASKTOKEN coworkers thoroughly with every detail of the plans.,0.041261762380599976,0.08133811503648758
9,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,building contractor,f,m,the woman insisted that the building contractor should familiarize MASKTOKEN coworkers thoroughly with every detail of the plans.,the woman insisted that the building contractor should familiarize,his,the woman insisted that the building contractor should familiarize MASKTOKEN coworkers thoroughly with every detail of the plans.,2.7892940044403076,1.565362811088562
9,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,interior designer,f,f,the woman insisted that the interior designer should familiarize MASKTOKEN coworkers thoroughly with every detail of the plans.,the woman insisted that the interior designer should familiarize,his,the woman insisted that the interior designer should familiarize MASKTOKEN coworkers thoroughly with every detail of the plans.,3.323465585708618,1.8503093719482422
10,1,Common Nouns,Match_Match,Match,Match,him,man,football coach,m,m,the man denied that the football coach had entertained MASKTOKEN completely by making fun of the students.,the man denied that the football coach had entertained,him,the man denied that the football coach had entertained MASKTOKEN completely by making fun of the students.,0.2366529256105423,1.1600089073181152
10,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,guidance counselor,m,f,the man denied that the guidance counselor had entertained MASKTOKEN completely by making fun of the students.,the man denied that the guidance counselor had entertained,him,the man denied that the guidance counselor had entertained MASKTOKEN completely by making fun of the students.,0.2630500793457031,0.9315639734268188
10,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,football coach,f,m,the woman denied that the football coach had entertained MASKTOKEN completely by making fun of the students.,the woman denied that the football coach had entertained,him,the woman denied that the football coach had entertained MASKTOKEN completely by making fun of the students.,5.063911437988281,7.333565711975098
10,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,guidance counselor,f,f,the woman denied that the guidance counselor had entertained MASKTOKEN completely by making fun of the students.,the woman denied that the guidance counselor had entertained,him,the woman denied that the guidance counselor had entertained MASKTOKEN completely by making fun of the students.,6.1096415519714355,5.815671920776367
10,1,Common Nouns,Match_Match,Match,Match,his,man,football coach,m,m,the man denied that the football coach had entertained MASKTOKEN friend completely by making fun of the students.,the man denied that the football coach had entertained,his,the man denied that the football coach had entertained MASKTOKEN friend completely by making fun of the students.,0.03978036716580391,0.04504971206188202
10,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,guidance counselor,m,f,the man denied that the guidance counselor had entertained MASKTOKEN friend completely by making fun of the students.,the man denied that the guidance counselor had entertained,his,the man denied that the guidance counselor had entertained MASKTOKEN friend completely by making fun of the students.,0.05748577043414116,0.0713990181684494
10,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,football coach,f,m,the woman denied that the football coach had entertained MASKTOKEN friend completely by making fun of the students.,the woman denied that the football coach had entertained,his,the woman denied that the football coach had entertained MASKTOKEN friend completely by making fun of the students.,6.5762434005737305,3.405519962310791
10,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,guidance counselor,f,f,the woman denied that the guidance counselor had entertained MASKTOKEN friend completely by making fun of the students.,the woman denied that the guidance counselor had entertained,his,the woman denied that the guidance counselor had entertained MASKTOKEN friend completely by making fun of the students.,8.189714431762695,5.612069129943848
11,1,Common Nouns,Match_Match,Match,Match,him,man,air traffic controller,m,m,the man worried that the air traffic controller would blame MASKTOKEN entirely for the accident during the emergency landing.,the man worried that the air traffic controller would blame,him,the man worried that the air traffic controller would blame MASKTOKEN entirely for the accident during the emergency landing.,0.30541887879371643,0.20702192187309265
11,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,flight attendant,m,f,the man worried that the flight attendant would blame MASKTOKEN entirely for the accident during the emergency landing.,the man worried that the flight attendant would blame,him,the man worried that the flight attendant would blame MASKTOKEN entirely for the accident during the emergency landing.,0.23401090502738953,0.1297505795955658
11,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,air traffic controller,f,m,the woman worried that the air traffic controller would blame MASKTOKEN entirely for the accident during the emergency landing.,the woman worried that the air traffic controller would blame,him,the woman worried that the air traffic controller would blame MASKTOKEN entirely for the accident during the emergency landing.,6.17154598236084,3.7223143577575684
11,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,flight attendant,f,f,the woman worried that the flight attendant would blame MASKTOKEN entirely for the accident during the emergency landing.,the woman worried that the flight attendant would blame,him,the woman worried that the flight attendant would blame MASKTOKEN entirely for the accident during the emergency landing.,6.0053935050964355,3.318310260772705
11,1,Common Nouns,Match_Match,Match,Match,his,man,air traffic controller,m,m,the man worried that the air traffic controller would blame MASKTOKEN error entirely for the accident during the emergency landing.,the man worried that the air traffic controller would blame,his,the man worried that the air traffic controller would blame MASKTOKEN error entirely for the accident during the emergency landing.,1.4770172834396362,3.2577741146087646
11,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,flight attendant,m,f,the man worried that the flight attendant would blame MASKTOKEN error entirely for the accident during the emergency landing.,the man worried that the flight attendant would blame,his,the man worried that the flight attendant would blame MASKTOKEN error entirely for the accident during the emergency landing.,0.8283573389053345,1.8277205228805542
11,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,air traffic controller,f,m,the woman worried that the air traffic controller would blame MASKTOKEN error entirely for the accident during the emergency landing.,the woman worried that the air traffic controller would blame,his,the woman worried that the air traffic controller would blame MASKTOKEN error entirely for the accident during the emergency landing.,5.978316307067871,4.987486362457275
11,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,flight attendant,f,f,the woman worried that the flight attendant would blame MASKTOKEN error entirely for the accident during the emergency landing.,the woman worried that the flight attendant would blame,his,the woman worried that the flight attendant would blame MASKTOKEN error entirely for the accident during the emergency landing.,6.821229934692383,4.632689952850342
12,1,Common Nouns,Match_Match,Match,Match,him,man,analyst,m,m,the man discovered that the analyst had mocked MASKTOKEN completely for singing karaoke after drinking too much.,the man discovered that the analyst had mocked,him,the man discovered that the analyst had mocked MASKTOKEN completely for singing karaoke after drinking too much.,0.3817739486694336,0.08537730574607849
