item,exp,contrast,top,middle,bottom,N1,N2,N3,N1_gender,N2_gender,N3_gender,mask_sents,auto_sents,target,sent,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_1-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_2-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_3-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_4-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_5-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_6-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_7-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_8-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_9-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_10-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_11-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_12-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_13-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_14-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_15-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_16-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_17-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_18-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_19-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_20-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_21-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_22-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_23-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_24-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_25-d0.2.pt_surp
2,1,Match_Mismatch_Match,Match,Mismatch,Match,man,witch,nephew,m,f,f,the man told the witch that the nephew would protect MASKTOKEN if it became necessary.,the man told the witch that the nephew would protect,him,the man told the witch that the nephew would protect,3.553757905960083,3.6124165058135986,3.679863452911377,3.1510813236236572,4.0244221687316895,3.599621534347534,4.999508857727051,4.505265712738037,3.9648516178131104,4.192572593688965,3.4260973930358887,4.725691318511963,3.434904098510742,4.125196933746338,3.8234522342681885,3.6783339977264404,4.078574180603027,3.9953415393829346,4.118736267089844,3.864288568496704,4.564081192016602,4.6410722732543945,4.023964881896973,4.134980201721191,3.1919703483581543
2,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,man,witch,niece,m,f,f,the man told the witch that the niece would protect MASKTOKEN if it became necessary.,the man told the witch that the niece would protect,him,the man told the witch that the niece would protect,3.6966664791107178,3.8134517669677734,3.918952703475952,3.6951215267181396,4.416346073150635,3.899526357650757,5.394713401794434,4.494662761688232,3.9232237339019775,4.3052215576171875,3.6355390548706055,5.0376296043396,3.6137497425079346,4.605612277984619,3.9806876182556152,3.7318005561828613,4.180994510650635,4.60877799987793,4.423675537109375,4.1275129318237305,4.848989009857178,4.886887073516846,4.535290241241455,4.25739860534668,3.647491216659546
2,1,Mismatch_Match_Match,Mismatch,Match,Match,woman,wizard,nephew,f,m,m,the woman told the wizard that the nephew would protect MASKTOKEN if it became necessary.,the woman told the wizard that the nephew would protect,him,the woman told the wizard that the nephew would protect,4.0192413330078125,4.489893436431885,3.8218510150909424,3.843728542327881,5.064925670623779,3.9354608058929443,5.1879425048828125,4.457831382751465,4.0442657470703125,4.6210618019104,3.8779914379119873,5.0973124504089355,3.481982946395874,4.2678070068359375,4.080752849578857,3.775878429412842,4.32078218460083,4.53534460067749,4.30015230178833,3.715820074081421,3.9979116916656494,5.155908584594727,4.093980312347412,4.52141809463501,3.6100833415985107
2,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,woman,wizard,niece,f,m,m,the woman told the wizard that the niece would protect MASKTOKEN if it became necessary.,the woman told the wizard that the niece would protect,him,the woman told the wizard that the niece would protect,4.232710838317871,4.456430912017822,3.9933297634124756,4.368836879730225,5.3613810539245605,4.14916467666626,5.438101768493652,4.412783622741699,3.9950475692749023,4.742393970489502,4.030651569366455,5.105161666870117,3.6073195934295654,4.686544895172119,4.242974281311035,3.6933796405792236,4.203336715698242,5.032346248626709,4.475982189178467,3.8830063343048096,4.027823448181152,5.356520175933838,4.70782470703125,4.487607955932617,3.9689643383026123
2,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,woman,witch,nephew,f,f,f,the woman told the witch that the nephew would protect MASKTOKEN if it became necessary.,the woman told the witch that the nephew would protect,him,the woman told the witch that the nephew would protect,3.9739484786987305,4.3586649894714355,4.098750114440918,3.750195264816284,4.841221332550049,3.968093156814575,5.431271076202393,4.702012538909912,4.186324119567871,4.625411033630371,3.790111541748047,4.934305191040039,3.801814317703247,4.392106533050537,4.269488334655762,3.7953295707702637,4.629615306854248,4.58262300491333,4.361724853515625,4.0537285804748535,4.541191577911377,5.155764579772949,4.387662887573242,4.71126651763916,3.5995655059814453
2,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,woman,witch,niece,f,f,f,the woman told the witch that the niece would protect MASKTOKEN if it became necessary.,the woman told the witch that the niece would protect,him,the woman told the witch that the niece would protect,4.135895252227783,4.314271450042725,4.3735270500183105,4.231834411621094,5.155697345733643,4.119690418243408,5.753839492797852,4.6657209396362305,4.201207160949707,4.712767124176025,3.968132257461548,5.002310276031494,3.9122402667999268,4.776973247528076,4.456460475921631,3.7678515911102295,4.429271221160889,5.052489757537842,4.471086502075195,4.2173566818237305,4.706029891967773,5.320765018463135,4.929784774780273,4.634556293487549,3.9856510162353516
3,1,Match_Match_Match,Match,Match,Match,doctor,lord,uncle,m,m,m,the doctor told the lord that the uncle would teach MASKTOKEN how to drive this weekend.,the doctor told the lord that the uncle would teach,him,the doctor told the lord that the uncle would teach,3.0342631340026855,3.3803305625915527,3.3968746662139893,3.0920374393463135,4.0570068359375,2.809704542160034,3.876584529876709,3.513090133666992,3.9468235969543457,3.251382827758789,2.855125904083252,4.613057613372803,3.309826612472534,3.785142660140991,3.0505480766296387,2.823974847793579,3.0571646690368652,3.3958396911621094,3.7551183700561523,3.1307294368743896,2.9069247245788574,4.884479999542236,3.292297601699829,3.549825429916382,2.867233991622925
3,1,Match_Match_Mismatch,Match,Match,Mismatch,doctor,lord,aunt,m,m,m,the doctor told the lord that the aunt would teach MASKTOKEN how to drive this weekend.,the doctor told the lord that the aunt would teach,him,the doctor told the lord that the aunt would teach,3.2680301666259766,3.514786958694458,3.58284854888916,3.3539021015167236,4.63243293762207,3.142326593399048,4.209196090698242,3.7851603031158447,3.9045121669769287,3.625278949737549,3.375753402709961,4.99486780166626,3.1118924617767334,3.940133571624756,3.173348903656006,3.07692289352417,3.5597896575927734,3.930530548095703,3.8489999771118164,3.547840118408203,3.155244827270508,4.975012302398682,3.556297779083252,3.574986219406128,3.2816638946533203
3,1,Match_Mismatch_Match,Match,Mismatch,Match,doctor,lady,uncle,m,f,f,the doctor told the lady that the uncle would teach MASKTOKEN how to drive this weekend.,the doctor told the lady that the uncle would teach,him,the doctor told the lady that the uncle would teach,3.125552177429199,3.408414840698242,3.4324228763580322,3.175283908843994,4.296525478363037,2.925473690032959,4.049345016479492,3.544764280319214,4.229794502258301,3.6181719303131104,3.1053173542022705,4.634315013885498,3.3816256523132324,3.8597207069396973,3.2472567558288574,2.7425811290740967,3.1898529529571533,3.6767570972442627,4.039568901062012,3.3967385292053223,3.242830514907837,5.042949676513672,3.535167932510376,3.801024913787842,3.142984628677368
3,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,doctor,lady,aunt,m,f,f,the doctor told the lady that the aunt would teach MASKTOKEN how to drive this weekend.,the doctor told the lady that the aunt would teach,him,the doctor told the lady that the aunt would teach,3.424527406692505,3.48710298538208,3.639195442199707,3.4329590797424316,4.70326566696167,3.2391679286956787,4.311689376831055,3.779214859008789,4.168646335601807,3.8261337280273438,3.511383533477783,4.9705400466918945,3.1472392082214355,4.020331859588623,3.3587708473205566,2.9434762001037598,3.692884922027588,4.079546928405762,4.117281913757324,3.8094074726104736,3.4861254692077637,5.171872138977051,3.929269313812256,3.8815975189208984,3.535689353942871
3,1,Mismatch_Match_Match,Mismatch,Match,Match,nurse,lord,uncle,f,m,m,the nurse told the lord that the uncle would teach MASKTOKEN how to drive this weekend.,the nurse told the lord that the uncle would teach,him,the nurse told the lord that the uncle would teach,3.0577034950256348,3.313971757888794,3.717602014541626,3.136225938796997,4.726900577545166,3.078768253326416,4.075760364532471,3.4582862854003906,4.076085567474365,3.5013883113861084,3.1832072734832764,4.7901434898376465,3.5885183811187744,3.972374677658081,3.245985984802246,2.9388740062713623,3.3724992275238037,3.676821231842041,4.117937088012695,3.179849863052368,3.120662212371826,4.8596086502075195,3.3373115062713623,3.6634128093719482,3.21575665473938
3,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,nurse,lord,aunt,f,m,m,the nurse told the lord that the aunt would teach MASKTOKEN how to drive this weekend.,the nurse told the lord that the aunt would teach,him,the nurse told the lord that the aunt would teach,3.204153060913086,3.4726338386535645,3.9024672508239746,3.38610577583313,5.102248191833496,3.2053327560424805,4.386781692504883,3.678168773651123,3.997396469116211,3.7590770721435547,3.5925493240356445,5.131742000579834,3.393730878829956,4.1253767013549805,3.40567684173584,3.088573694229126,3.870270252227783,4.177186965942383,4.482994079589844,3.5851306915283203,3.422816514968872,5.01923942565918,3.61090087890625,3.7068734169006348,3.579319477081299
3,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,nurse,lady,uncle,f,f,f,the nurse told the lady that the uncle would teach MASKTOKEN how to drive this weekend.,the nurse told the lady that the uncle would teach,him,the nurse told the lady that the uncle would teach,3.1770217418670654,3.3816945552825928,3.785245656967163,3.242894172668457,4.83789587020874,3.146331787109375,4.234302043914795,3.5147345066070557,4.320059776306152,3.8176255226135254,3.372694253921509,4.8011698722839355,3.629817008972168,3.970994472503662,3.4383325576782227,2.8783130645751953,3.510035514831543,3.921283483505249,4.425608158111572,3.5273029804229736,3.44734263420105,5.0112528800964355,3.594001293182373,3.922377347946167,3.458312511444092
3,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,nurse,lady,aunt,f,f,f,the nurse told the lady that the aunt would teach MASKTOKEN how to drive this weekend.,the nurse told the lady that the aunt would teach,him,the nurse told the lady that the aunt would teach,3.343440294265747,3.43625807762146,3.943685293197632,3.4961330890655518,5.128355979919434,3.27767276763916,4.466395378112793,3.6617062091827393,4.230464935302734,3.989306688308716,3.6751151084899902,5.097703456878662,3.381760597229004,4.1152849197387695,3.5509023666381836,3.000338315963745,3.9447219371795654,4.253658771514893,4.620513439178467,3.869574546813965,3.754396677017212,5.202198505401611,3.986295461654663,3.9931416511535645,3.7300875186920166
4,1,Match_Match_Match,Match,Match,Match,actor,god,father,m,m,m,the actor told the god that the father would buy MASKTOKEN the tickets to the performance.,the actor told the god that the father would buy,him,the actor told the god that the father would buy,4.817200183868408,5.289249420166016,5.907885551452637,5.456202030181885,5.891373157501221,5.674671649932861,6.448427677154541,6.678334712982178,5.333907127380371,5.240340709686279,4.502477645874023,5.726634502410889,4.241932392120361,4.6750168800354,5.548354148864746,5.157986164093018,4.846573829650879,5.7550835609436035,5.802576065063477,4.807846546173096,4.9112396240234375,6.243014335632324,4.460166931152344,5.8527374267578125,5.749971389770508
4,1,Match_Match_Mismatch,Match,Match,Mismatch,actor,god,mother,m,m,m,the actor told the god that the mother would buy MASKTOKEN the tickets to the performance.,the actor told the god that the mother would buy,him,the actor told the god that the mother would buy,5.096353530883789,5.320372104644775,5.997955322265625,5.546000003814697,6.104288101196289,6.048498153686523,6.717762470245361,6.884608745574951,5.253814220428467,5.637391090393066,4.794582366943359,5.842249393463135,4.455304145812988,4.873605251312256,5.58272123336792,5.108088970184326,5.313566207885742,6.25424861907959,5.973832607269287,5.1115851402282715,5.0699782371521,6.453952789306641,4.912974834442139,6.230722904205322,5.73219108581543
4,1,Match_Mismatch_Match,Match,Mismatch,Match,actor,goddess,father,m,f,f,the actor told the goddess that the father would buy MASKTOKEN the tickets to the performance.,the actor told the goddess that the father would buy,him,the actor told the goddess that the father would buy,4.9101104736328125,5.464814186096191,6.084254264831543,5.5231428146362305,6.408006191253662,5.755577564239502,6.3299384117126465,6.738724708557129,5.574334621429443,5.583460807800293,4.741429328918457,5.7641401290893555,4.18858528137207,4.641985893249512,5.776932716369629,5.458390235900879,5.130614757537842,5.807270526885986,5.971598148345947,5.208022117614746,5.056030750274658,6.5655903816223145,4.5391716957092285,6.282207012176514,5.812122821807861
4,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,actor,goddess,mother,m,f,f,the actor told the goddess that the mother would buy MASKTOKEN the tickets to the performance.,the actor told the goddess that the mother would buy,him,the actor told the goddess that the mother would buy,5.162714004516602,5.426859378814697,6.173510551452637,5.661492824554443,6.454741477966309,6.120638370513916,6.57982063293457,6.933964729309082,5.5924506187438965,5.907732009887695,5.023919105529785,5.874938488006592,4.397836685180664,4.859983921051025,5.749654293060303,5.4122114181518555,5.572559833526611,6.276411056518555,6.109248638153076,5.446147918701172,5.616302013397217,6.8068366050720215,5.005572319030762,6.671720027923584,5.824307441711426
4,1,Mismatch_Match_Match,Mismatch,Match,Match,actress,god,father,f,m,m,the actress told the god that the father would buy MASKTOKEN the tickets to the performance.,the actress told the god that the father would buy,him,the actress told the god that the father would buy,5.294373035430908,5.86251163482666,6.018495082855225,5.870576858520508,6.443874835968018,5.7990641593933105,6.920265197753906,6.740189075469971,5.8339362144470215,5.6599812507629395,4.973884582519531,6.0522565841674805,4.404656410217285,5.23475456237793,6.008203029632568,5.5090155601501465,5.465744495391846,6.139936923980713,6.008416652679443,5.251773834228516,5.263309001922607,6.760931015014648,5.113087177276611,6.458190441131592,5.991568565368652
4,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,actress,god,mother,f,m,m,the actress told the god that the mother would buy MASKTOKEN the tickets to the performance.,the actress told the god that the mother would buy,him,the actress told the god that the mother would buy,5.489019870758057,5.722301483154297,6.116017818450928,5.99344539642334,6.457238674163818,6.103333473205566,7.108920574188232,6.974167346954346,5.701695442199707,5.884433269500732,5.184203147888184,6.108485221862793,4.643263339996338,5.417503833770752,5.977034568786621,5.4300079345703125,5.741963863372803,6.596591949462891,6.099885940551758,5.509352207183838,5.409642219543457,6.901895046234131,5.648754119873047,6.806464195251465,5.870187282562256
4,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,actress,goddess,father,f,f,f,the actress told the goddess that the father would buy MASKTOKEN the tickets to the performance.,the actress told the goddess that the father would buy,him,the actress told the goddess that the father would buy,5.245522499084473,5.831507682800293,6.163406848907471,5.8723039627075195,6.771710395812988,5.8783698081970215,6.646716594696045,6.807195663452148,6.018415927886963,5.813106536865234,5.193230628967285,6.039650917053223,4.354029655456543,5.213298797607422,6.248113632202148,5.740406036376953,5.757694721221924,6.166281223297119,6.113293647766113,5.627610683441162,5.395705699920654,6.903970241546631,5.1510186195373535,6.742944240570068,6.026270866394043
4,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,actress,goddess,mother,f,f,f,the actress told the goddess that the mother would buy MASKTOKEN the tickets to the performance.,the actress told the goddess that the mother would buy,him,the actress told the goddess that the mother would buy,5.394153118133545,5.614688396453857,6.225702285766602,6.02260684967041,6.72290563583374,6.16636848449707,6.823802947998047,7.053849220275879,5.990181922912598,6.024828910827637,5.382936954498291,6.088339805603027,4.557137489318848,5.4215192794799805,6.172876834869385,5.671952724456787,5.931085586547852,6.60780668258667,6.223933219909668,5.7236199378967285,5.921739101409912,7.109748840332031,5.7193145751953125,7.101091384887695,5.882476806640625
5,1,Match_Match_Match,Match,Match,Match,prince,hero,groom,m,m,m,the prince told the hero that the groom might introduce MASKTOKEN to the French count.,the prince told the hero that the groom might introduce,him,the prince told the hero that the groom might introduce,5.0550007820129395,5.462124347686768,4.741509437561035,4.357362747192383,4.450354099273682,4.102003574371338,5.576704502105713,4.452406883239746,4.619428634643555,4.575501441955566,4.873898983001709,4.9018096923828125,3.8933286666870117,4.848816871643066,4.6270856857299805,4.996923923492432,5.249363899230957,4.9058518409729,4.848934650421143,4.6535210609436035,4.198241710662842,5.969210147857666,4.441527366638184,5.415510177612305,4.64224910736084
5,1,Match_Match_Mismatch,Match,Match,Mismatch,prince,hero,bride,m,m,m,the prince told the hero that the bride might introduce MASKTOKEN to the French count.,the prince told the hero that the bride might introduce,him,the prince told the hero that the bride might introduce,4.898385047912598,5.5045552253723145,5.040125370025635,4.764214992523193,4.866626262664795,4.258660316467285,5.745398998260498,4.802855014801025,4.702176094055176,4.944545269012451,4.245450019836426,4.823422431945801,3.826150894165039,5.373047351837158,4.538086891174316,4.998393535614014,5.516706466674805,5.131534576416016,5.241640090942383,4.709627151489258,4.36438512802124,6.215709686279297,4.226289749145508,6.104477405548096,4.837549209594727
5,1,Match_Mismatch_Match,Match,Mismatch,Match,prince,heroine,groom,m,f,f,the prince told the heroine that the groom might introduce MASKTOKEN to the French count.,the prince told the heroine that the groom might introduce,him,the prince told the heroine that the groom might introduce,5.120969772338867,5.914064407348633,4.669839859008789,4.621516704559326,5.020264148712158,4.119361400604248,5.544135093688965,4.305787563323975,4.695218563079834,4.6886067390441895,5.023135185241699,5.12169885635376,3.8661561012268066,4.985195159912109,4.870182514190674,5.115469932556152,5.569340705871582,5.264692783355713,4.8737030029296875,4.856575012207031,4.454661846160889,6.186593532562256,4.523923873901367,5.544638633728027,4.906759738922119
5,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,prince,heroine,bride,m,f,f,the prince told the heroine that the bride might introduce MASKTOKEN to the French count.,the prince told the heroine that the bride might introduce,him,the prince told the heroine that the bride might introduce,4.850846290588379,5.8938398361206055,4.9334893226623535,4.954278469085693,5.394538402557373,4.214293956756592,5.66046142578125,4.648892402648926,4.769343852996826,5.083732604980469,4.407413005828857,5.111521244049072,3.8491570949554443,5.501309871673584,4.773009777069092,5.068037509918213,5.797389030456543,5.4751458168029785,5.268576145172119,4.930759906768799,4.577250957489014,6.338300704956055,4.3151350021362305,6.203348159790039,5.089873313903809
