item,exp,cond,contrast,matrix,embedded,pronoun,N1,N2,N1_gender,N2_gender,mask_sents,auto_sents,target,sent,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_1-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_2-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_3-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_4-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_5-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_6-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_7-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_8-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_9-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_10-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_11-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_12-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_13-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_14-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_15-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_16-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_17-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_18-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_19-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_20-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_21-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_22-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_23-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_24-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_25-d0.2.pt_surp
2,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,tailor,f,m,the woman worried that the tailor would criticize MASKTOKEN harshly for the lack of organization at the fashion show.,the woman worried that the tailor would criticize,him,the woman worried that the tailor would criticize,4.450165271759033,4.410629749298096,4.305777549743652,4.240067481994629,5.500324249267578,4.46278715133667,4.962799072265625,4.250860214233398,4.038401126861572,3.992859125137329,4.934793949127197,5.580461502075195,3.6297144889831543,4.437553405761719,3.5228464603424072,4.119594097137451,4.545491695404053,4.6798481941223145,4.925361633300781,4.577092170715332,4.41978120803833,5.670027256011963,4.368046760559082,4.71783447265625,4.724745273590088
2,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,designer,f,f,the woman worried that the designer would criticize MASKTOKEN harshly for the lack of organization at the fashion show.,the woman worried that the designer would criticize,him,the woman worried that the designer would criticize,4.9175496101379395,4.66727352142334,4.768399715423584,4.222261428833008,5.494021415710449,4.641066551208496,5.389503002166748,4.802131652832031,4.375327110290527,4.427952766418457,5.236337184906006,5.798619270324707,3.876760721206665,4.670231819152832,3.5375983715057373,4.218330383300781,4.851394176483154,4.6984968185424805,4.625572204589844,4.656253814697266,4.654337406158447,5.569000244140625,4.892056465148926,4.502775192260742,4.6451096534729
2,1,Common Nouns,Match_Match,Match,Match,his,man,tailor,m,m,the man worried that the tailor would criticize MASKTOKEN assistant harshly for the lack of organization at the fashion show.,the man worried that the tailor would criticize,his,the man worried that the tailor would criticize,3.7737388610839844,3.871215581893921,3.903658628463745,4.094520092010498,3.559624671936035,3.59079647064209,3.8664355278015137,4.069375991821289,3.7838804721832275,3.8488619327545166,4.468722820281982,4.8327507972717285,3.8241615295410156,4.145517826080322,3.938711643218994,3.4770045280456543,4.190202236175537,4.202089786529541,4.111217498779297,4.3584771156311035,4.780037879943848,4.220469951629639,2.8135876655578613,4.204794883728027,3.991237163543701
2,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,designer,m,f,the man worried that the designer would criticize MASKTOKEN assistant harshly for the lack of organization at the fashion show.,the man worried that the designer would criticize,his,the man worried that the designer would criticize,4.06060266494751,3.791186809539795,4.14946174621582,4.021171569824219,3.7226474285125732,3.7477498054504395,4.091189384460449,4.24395751953125,3.9569528102874756,3.999612331390381,4.649098873138428,4.75178337097168,3.8105309009552,3.8498945236206055,4.000903129577637,3.5315356254577637,4.393636703491211,4.373598575592041,3.9223403930664062,4.203920364379883,4.64652156829834,4.057724475860596,3.166013717651367,3.9463579654693604,3.6018264293670654
2,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,tailor,f,m,the woman worried that the tailor would criticize MASKTOKEN assistant harshly for the lack of organization at the fashion show.,the woman worried that the tailor would criticize,his,the woman worried that the tailor would criticize,4.096535682678223,4.409918308258057,4.340028285980225,4.60785436630249,4.408468246459961,4.087854385375977,4.457680702209473,4.574209213256836,4.232028961181641,4.185943603515625,4.9463276863098145,4.942696571350098,4.041285514831543,4.769837856292725,4.348678112030029,3.7549095153808594,4.709037780761719,4.703263759613037,4.362178802490234,4.687614917755127,4.7760701179504395,4.946750640869141,3.3557682037353516,4.68922233581543,4.370880603790283
2,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,designer,f,f,the woman worried that the designer would criticize MASKTOKEN assistant harshly for the lack of organization at the fashion show.,the woman worried that the designer would criticize,his,the woman worried that the designer would criticize,4.304267406463623,4.464542865753174,4.62748908996582,4.598701000213623,4.587213516235352,4.170158863067627,4.6315765380859375,4.717959403991699,4.38991641998291,4.357804775238037,5.151608943939209,4.960524559020996,4.060202598571777,4.577842712402344,4.45374870300293,3.821929693222046,4.870431900024414,4.866050720214844,4.17469596862793,4.680947780609131,4.701047897338867,4.728306770324707,3.758641242980957,4.43916654586792,4.0363240242004395
3,1,Common Nouns,Match_Match,Match,Match,him,man,producer,m,m,the man revealed that the producer had doubted MASKTOKEN even after several successful performances of the show.,the man revealed that the producer had doubted,him,the man revealed that the producer had doubted,5.372930526733398,5.720296859741211,6.755049705505371,6.656932353973389,6.885946750640869,6.501275539398193,8.408941268920898,7.500732421875,5.914163589477539,5.972767353057861,6.025256633758545,7.085940361022949,5.308464050292969,7.09779691696167,5.652951240539551,5.624443054199219,6.512760162353516,7.438549518585205,7.4918928146362305,7.955029010772705,6.458874225616455,8.294034004211426,6.137919902801514,6.533532619476318,6.578010082244873
3,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,dancer,m,f,the man revealed that the dancer had doubted MASKTOKEN even after several successful performances of the show.,the man revealed that the dancer had doubted,him,the man revealed that the dancer had doubted,4.869798183441162,5.586239814758301,6.430144309997559,6.203821182250977,6.551982879638672,6.485237121582031,7.944348335266113,7.238258361816406,5.666749000549316,6.183311462402344,6.114175319671631,7.0576348304748535,5.366763114929199,7.500504970550537,5.976252555847168,4.930088520050049,6.494525909423828,7.184635162353516,6.958885669708252,7.797854423522949,6.308462619781494,7.713238716125488,6.391089916229248,6.157200336456299,6.572831630706787
3,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,producer,f,m,the woman revealed that the producer had doubted MASKTOKEN even after several successful performances of the show.,the woman revealed that the producer had doubted,him,the woman revealed that the producer had doubted,5.731098175048828,6.378345489501953,7.03137731552124,7.140941143035889,7.699963092803955,6.813473224639893,8.949265480041504,7.668399333953857,6.107917785644531,6.3937087059021,6.546392917633057,7.1439528465271,5.556797027587891,7.438116073608398,6.047670841217041,5.736128807067871,6.9565839767456055,7.773144245147705,7.6924872398376465,8.24151611328125,6.544981479644775,8.876900672912598,6.523316860198975,7.068307876586914,7.024468898773193
3,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,dancer,f,f,the woman revealed that the dancer had doubted MASKTOKEN even after several successful performances of the show.,the woman revealed that the dancer had doubted,him,the woman revealed that the dancer had doubted,5.204302787780762,6.102951526641846,6.726710319519043,6.774888515472412,7.305662155151367,6.703237533569336,8.523075103759766,7.499481678009033,5.873425006866455,6.492790699005127,6.607152938842773,7.155996322631836,5.621768951416016,7.7497429847717285,6.336220741271973,5.106586456298828,6.8421196937561035,7.552062034606934,7.223386764526367,8.1184720993042,6.362745761871338,8.326276779174805,6.844382286071777,6.613039493560791,6.999770641326904
3,1,Common Nouns,Match_Match,Match,Match,his,man,producer,m,m,the man revealed that the producer had doubted MASKTOKEN ability even after several successful performances of the show.,the man revealed that the producer had doubted,his,the man revealed that the producer had doubted,3.4572997093200684,2.9734134674072266,3.436081886291504,3.394864320755005,2.9359164237976074,3.7534868717193604,3.62766432762146,4.127302169799805,3.9848523139953613,3.455169916152954,3.024364471435547,4.087714672088623,3.2982687950134277,3.661085844039917,3.6021201610565186,3.096695899963379,4.115789890289307,3.5191874504089355,3.6851038932800293,4.375901222229004,4.006577014923096,3.868802070617676,3.384282112121582,4.292932033538818,3.640794515609741
3,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,dancer,m,f,the man revealed that the dancer had doubted MASKTOKEN ability even after several successful performances of the show.,the man revealed that the dancer had doubted,his,the man revealed that the dancer had doubted,3.1621012687683105,2.964580535888672,3.167078971862793,3.2924137115478516,3.224825620651245,3.8505852222442627,3.478484630584717,3.8855643272399902,3.784782886505127,3.481713056564331,2.877829074859619,4.231068134307861,3.4855895042419434,3.842621326446533,3.738741397857666,2.6392152309417725,4.171626091003418,3.2044034004211426,3.144974708557129,4.362429141998291,3.7171683311462402,3.5518007278442383,3.5962769985198975,4.048049449920654,3.19866681098938
3,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,producer,f,m,the woman revealed that the producer had doubted MASKTOKEN ability even after several successful performances of the show.,the woman revealed that the producer had doubted,his,the woman revealed that the producer had doubted,3.860887289047241,3.6242220401763916,3.8954856395721436,3.977030038833618,3.740407705307007,4.276126384735107,4.233479976654053,4.4124650955200195,4.415302753448486,3.852322578430176,3.431472063064575,4.192645072937012,3.5706851482391357,4.130206108093262,3.924999952316284,3.3194477558135986,4.566068172454834,3.8576059341430664,3.994788885116577,4.895682334899902,4.14408016204834,4.536919593811035,3.906686305999756,4.805665969848633,3.9852454662323
3,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,dancer,f,f,the woman revealed that the dancer had doubted MASKTOKEN ability even after several successful performances of the show.,the woman revealed that the dancer had doubted,his,the woman revealed that the dancer had doubted,3.5687286853790283,3.444725751876831,3.6293067932128906,3.8717620372772217,3.9795427322387695,4.228271007537842,4.046398162841797,4.275219440460205,4.193302154541016,3.7652835845947266,3.280672788619995,4.3694233894348145,3.7254936695098877,4.1400146484375,4.037219524383545,2.910797357559204,4.504101276397705,3.579223155975342,3.4922380447387695,4.87075138092041,3.8203108310699463,4.200608730316162,4.170550346374512,4.419440746307373,3.4874517917633057
4,1,Common Nouns,Match_Match,Match,Match,him,man,monk,m,m,the man said that the monk had hidden MASKTOKEN effectively from the persistent agents of the secret police.,the man said that the monk had hidden,him,the man said that the monk had hidden,5.797747611999512,5.534430503845215,5.602389335632324,4.583221912384033,6.203524112701416,6.378668785095215,7.137814998626709,7.379174709320068,4.883545875549316,6.444552898406982,4.843048095703125,7.255059242248535,6.2146196365356445,5.437699794769287,5.718098163604736,4.858984470367432,5.878256797790527,5.545521259307861,5.8229498863220215,5.274445056915283,5.6129255294799805,6.093543529510498,7.053630352020264,6.564353942871094,6.010420799255371
4,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,nun,m,f,the man said that the nun had hidden MASKTOKEN effectively from the persistent agents of the secret police.,the man said that the nun had hidden,him,the man said that the nun had hidden,6.240499019622803,5.66943883895874,5.9681396484375,4.60334587097168,6.994296073913574,6.447051525115967,7.229080677032471,7.153299808502197,5.212551116943359,6.737024784088135,5.011013507843018,7.392645359039307,6.366032123565674,6.009799957275391,5.889711380004883,4.838853359222412,6.42901611328125,5.551972389221191,6.005478382110596,5.546935081481934,5.532029628753662,6.538801670074463,7.593122482299805,6.839990615844727,6.191577434539795
4,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,monk,f,m,the woman said that the monk had hidden MASKTOKEN effectively from the persistent agents of the secret police.,the woman said that the monk had hidden,him,the woman said that the monk had hidden,6.051487922668457,6.2238874435424805,5.899620056152344,5.031022071838379,6.850748538970947,6.612532138824463,7.660032272338867,7.464010715484619,5.122210502624512,6.757963180541992,5.315386772155762,7.5622148513793945,6.384444236755371,5.5971293449401855,6.0721306800842285,4.999114036560059,6.243237018585205,5.81173038482666,6.0200886726379395,5.501553058624268,5.810637950897217,6.522985458374023,7.3349409103393555,7.120511531829834,6.380338668823242
4,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,nun,f,f,the woman said that the nun had hidden MASKTOKEN effectively from the persistent agents of the secret police.,the woman said that the nun had hidden,him,the woman said that the nun had hidden,6.426290512084961,6.291432857513428,6.260879039764404,5.1258745193481445,7.511780261993408,6.62585973739624,7.674795150756836,7.299188613891602,5.426509857177734,7.035829544067383,5.3841705322265625,7.623605728149414,6.498457431793213,6.0651421546936035,6.230550765991211,4.956993103027344,6.803116321563721,5.799216270446777,6.267171382904053,5.785935401916504,5.7534685134887695,6.95980978012085,7.908108234405518,7.344281196594238,6.513974189758301
4,1,Common Nouns,Match_Match,Match,Match,his,man,monk,m,m,the man said that the monk had hidden MASKTOKEN belief effectively from the persistent agents of the secret police.,the man said that the monk had hidden,his,the man said that the monk had hidden,2.9515132904052734,3.36539626121521,3.771766185760498,3.300304412841797,3.3278005123138428,3.2689430713653564,3.085055351257324,4.206491470336914,3.4793169498443604,3.4143729209899902,3.7746779918670654,3.7128539085388184,4.296370983123779,4.146847724914551,3.6602723598480225,3.555431604385376,4.275745868682861,3.4860291481018066,3.9001665115356445,3.5362260341644287,3.664470672607422,3.1978466510772705,2.9102683067321777,3.582561492919922,3.2874183654785156
4,1,Common Nouns,Match_Mismatch,Match,Mismatch,his,man,nun,m,f,the man said that the nun had hidden MASKTOKEN belief effectively from the persistent agents of the secret police.,the man said that the nun had hidden,his,the man said that the nun had hidden,3.476979970932007,3.683044910430908,3.9773621559143066,3.753648519515991,4.1814165115356445,3.4114174842834473,3.393655776977539,4.4681525230407715,3.7730069160461426,3.7763888835906982,3.7197020053863525,4.272381782531738,4.796570777893066,4.9084296226501465,3.9576144218444824,3.84570574760437,4.877669334411621,3.4479146003723145,4.358081817626953,4.005399703979492,3.6652350425720215,3.538719892501831,3.6994740962982178,4.205276966094971,3.7360551357269287
4,1,Common Nouns,Mismatch_Match,Mismatch,Match,his,woman,monk,f,m,the woman said that the monk had hidden MASKTOKEN belief effectively from the persistent agents of the secret police.,the woman said that the monk had hidden,his,the woman said that the monk had hidden,3.2405788898468018,3.9872794151306152,4.1740641593933105,3.9047863483428955,4.014794826507568,3.6009342670440674,3.547452449798584,4.363688945770264,3.874469518661499,3.7323591709136963,4.161011695861816,4.003685474395752,4.494982719421387,4.086261749267578,3.9213979244232178,3.8181819915771484,4.754480838775635,3.8218019008636475,4.108709335327148,3.972445487976074,3.8160781860351562,3.655679702758789,3.3625009059906006,3.9850876331329346,3.583350896835327
4,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,his,woman,nun,f,f,the woman said that the nun had hidden MASKTOKEN belief effectively from the persistent agents of the secret police.,the woman said that the nun had hidden,his,the woman said that the nun had hidden,3.6842281818389893,4.260656356811523,4.340127468109131,4.348973751068115,4.6856513023376465,3.677438974380493,3.768613815307617,4.633435249328613,4.136081695556641,4.047122001647949,4.057751178741455,4.468492031097412,4.948388576507568,4.785511493682861,4.154040813446045,4.057563781738281,5.296271800994873,3.7844741344451904,4.5866827964782715,4.362029075622559,3.8413779735565186,3.953420877456665,4.187182426452637,4.5570268630981445,3.93833327293396
5,1,Common Nouns,Match_Match,Match,Match,him,man,stock broker,m,m,the man believed that the stock broker had deceived MASKTOKEN repeatedly about the extent of the illegal activity.,the man believed that the stock broker had deceived,him,the man believed that the stock broker had deceived,3.0729451179504395,2.2459189891815186,2.846236228942871,3.005939483642578,3.4173777103424072,3.7754056453704834,4.351730823516846,4.635101795196533,2.5423853397369385,3.682800054550171,3.0429701805114746,3.3513193130493164,3.2638840675354004,3.975735902786255,2.7028892040252686,3.1053576469421387,3.8670787811279297,3.262927770614624,2.989192008972168,3.1628592014312744,2.4691240787506104,3.4317569732666016,3.502861738204956,2.771618366241455,2.9161274433135986
5,1,Common Nouns,Match_Mismatch,Match,Mismatch,him,man,secretary,m,f,the man believed that the secretary had deceived MASKTOKEN repeatedly about the extent of the illegal activity.,the man believed that the secretary had deceived,him,the man believed that the secretary had deceived,2.484204053878784,2.272941827774048,2.4676575660705566,2.4364566802978516,2.8458476066589355,3.76961612701416,3.825855255126953,4.226337909698486,2.335907459259033,3.31974196434021,2.355557680130005,2.999344825744629,2.6792075634002686,3.7200775146484375,2.4693448543548584,3.0765693187713623,3.621612071990967,2.889117956161499,2.44728946685791,2.917808771133423,2.1538243293762207,2.825547218322754,3.1723341941833496,2.2560906410217285,2.1281678676605225
5,1,Common Nouns,Mismatch_Match,Mismatch,Match,him,woman,stock broker,f,m,the woman believed that the stock broker had deceived MASKTOKEN repeatedly about the extent of the illegal activity.,the woman believed that the stock broker had deceived,him,the woman believed that the stock broker had deceived,3.439171314239502,2.9678895473480225,3.2065539360046387,3.4739255905151367,4.33768367767334,4.193912506103516,4.840668201446533,4.715763568878174,2.768801689147949,4.1160478591918945,3.499753713607788,3.4669699668884277,3.356491804122925,4.513987064361572,3.101010799407959,3.3310611248016357,4.382687568664551,3.6184136867523193,3.319742441177368,3.3528268337249756,2.491088628768921,3.8529720306396484,4.060027122497559,3.313730001449585,3.454789400100708
5,1,Common Nouns,Mismatch_Mismatch,Mismatch,Mismatch,him,woman,secretary,f,f,the woman believed that the secretary had deceived MASKTOKEN repeatedly about the extent of the illegal activity.,the woman believed that the secretary had deceived,him,the woman believed that the secretary had deceived,2.896214723587036,2.8988373279571533,2.779636859893799,2.825291156768799,3.581594705581665,4.087110996246338,4.392999649047852,4.460757732391357,2.5846199989318848,3.6494808197021484,2.8139960765838623,3.2240281105041504,2.826033115386963,4.050763130187988,2.8301002979278564,3.229130268096924,4.13936185836792,3.2765493392944336,2.7446887493133545,3.244107723236084,2.314289093017578,3.3322203159332275,3.550020456314087,2.824322462081909,2.712233543395996
5,1,Common Nouns,Match_Match,Match,Match,his,man,stock broker,m,m,the man believed that the stock broker had deceived MASKTOKEN boss repeatedly about the extent of the illegal activity.,the man believed that the stock broker had deceived,his,the man believed that the stock broker had deceived,3.7923457622528076,3.8248462677001953,3.594815969467163,4.792654991149902,4.759951591491699,3.9718868732452393,4.351620674133301,4.4513444900512695,3.945425033569336,3.687546730041504,4.318305492401123,5.046572685241699,4.497969627380371,4.384998321533203,4.743563652038574,4.606804847717285,4.112726211547852,3.994863986968994,4.463537216186523,4.872940540313721,4.475852012634277,4.411661624908447,3.768357515335083,4.66400146484375,4.204131603240967
