item,exp,pronoun,cond,contrast,target_changed,mask_sents,auto_sents,target,sent,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_1-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_2-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_3-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_4-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_5-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_6-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_7-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_8-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_9-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_10-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_11-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_12-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_13-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_14-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_15-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_16-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_17-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_18-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_19-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_20-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_21-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_22-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_23-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_24-d0.2.pt_surp,/data/new-wikitext103-25-models/wikitext-103_LSTM_400_25-d0.2.pt_surp
3,1,she,f,Match,0,"When she was fed up, the MASKTOKEN visited the boy very often.","When she was fed up, the",girl,"When she was fed up, the",8.997129440307617,8.149356842041016,8.19795036315918,8.583871841430664,8.174345016479492,7.956927299499512,8.12489128112793,8.420343399047852,8.527953147888184,8.7739896774292,9.261924743652344,10.069430351257324,8.360361099243164,8.096238136291504,9.180197715759277,9.668296813964844,8.802614212036133,8.375000953674316,8.998190879821777,8.390932083129883,9.144918441772461,9.014720916748047,9.306352615356445,8.059414863586426,8.51200008392334
3,1,he,f,Mismatch,0,"When he was fed up, the MASKTOKEN visited the boy very often.","When he was fed up, the",girl,"When he was fed up, the",10.20180892944336,9.499979019165039,9.860450744628906,9.916716575622559,9.658520698547363,9.830471992492676,9.620091438293457,9.7583646774292,10.016845703125,10.101029396057129,10.064197540283203,10.8617582321167,9.678159713745117,9.592838287353516,10.210716247558594,11.007568359375,10.050755500793457,9.429649353027344,9.912583351135254,9.978048324584961,10.169291496276855,10.126956939697266,10.89263916015625,9.49453353881836,9.785783767700195
4,1,he,m,Match,0,"When he was talking, the MASKTOKEN noticed the girl at the end of the street.","When he was talking, the",policeman,"When he was talking, the",14.273674964904785,13.940521240234375,13.88222885131836,13.324225425720215,13.041362762451172,14.092939376831055,14.843731880187988,14.230646133422852,13.875749588012695,14.075379371643066,13.997082710266113,14.482320785522461,12.70295524597168,13.851419448852539,15.017680168151855,14.514631271362305,14.058043479919434,13.076332092285156,13.475265502929688,13.442001342773438,14.05481243133545,14.942039489746094,14.283023834228516,14.468765258789062,13.723258018493652
4,1,she,m,Mismatch,0,"When she was talking, the MASKTOKEN noticed the girl at the end of the street.","When she was talking, the",policeman,"When she was talking, the",14.352994918823242,14.362278938293457,13.721692085266113,13.59968376159668,13.811756134033203,14.739631652832031,15.131149291992188,14.513453483581543,14.142255783081055,14.045891761779785,14.120193481445312,14.691478729248047,12.877561569213867,14.241305351257324,15.26241397857666,14.889493942260742,14.295794486999512,13.18623161315918,13.758023262023926,13.705764770507812,14.317511558532715,14.892309188842773,14.629973411560059,14.74174976348877,13.694758415222168
4,1,she,f,Match,1,"When she was talking, the MASKTOKEN noticed the policeman at the end of the street.","When she was talking, the",girl,"When she was talking, the",9.403867721557617,8.411160469055176,8.291302680969238,8.25261116027832,7.993617057800293,7.745160102844238,8.027409553527832,8.072076797485352,8.064374923706055,8.382146835327148,9.029041290283203,9.698871612548828,8.488969802856445,7.853238105773926,9.276434898376465,9.436300277709961,8.446646690368652,8.051667213439941,8.568205833435059,7.956825256347656,8.700644493103027,9.5634765625,9.201059341430664,7.73628568649292,9.056221961975098
4,1,he,f,Mismatch,1,"When he was talking, the MASKTOKEN noticed the policeman at the end of the street.","When he was talking, the",girl,"When he was talking, the",10.644065856933594,9.836212158203125,9.817098617553711,9.604708671569824,9.620471000671387,9.57784652709961,9.553691864013672,9.375869750976562,9.62845230102539,9.647652626037598,9.966216087341309,10.588738441467285,9.748982429504395,9.386917114257812,10.31668758392334,10.70416259765625,9.686538696289062,9.168407440185547,9.58054256439209,9.447604179382324,9.785208702087402,10.880050659179688,10.849431037902832,9.282163619995117,10.333683967590332
5,1,he,m,Match,0,"When he was nearby, the MASKTOKEN saw the lady in the park.","When he was nearby, the",boy,"When he was nearby, the",9.208760261535645,9.744314193725586,8.760793685913086,9.012174606323242,8.376424789428711,8.587264060974121,8.795018196105957,8.953167915344238,8.855591773986816,9.40665054321289,8.797958374023438,9.794575691223145,8.659342765808105,8.539941787719727,9.296988487243652,8.716856002807617,8.862504959106445,8.137547492980957,8.923375129699707,8.484848022460938,8.746606826782227,8.685009956359863,9.605180740356445,9.366870880126953,8.72860050201416
5,1,she,m,Mismatch,0,"When she was nearby, the MASKTOKEN saw the lady in the park.","When she was nearby, the",boy,"When she was nearby, the",9.362563133239746,9.977150917053223,8.618522644042969,9.350942611694336,8.84205150604248,8.436544418334961,8.720634460449219,9.114683151245117,9.435701370239258,9.481402397155762,9.199216842651367,9.860345840454102,8.540647506713867,8.637065887451172,9.518160820007324,9.174283981323242,8.769189834594727,8.395471572875977,9.022818565368652,8.652142524719238,9.028369903564453,9.094905853271484,9.916553497314453,9.309723854064941,8.656291007995605
5,1,she,f,Match,1,"When she was nearby, the MASKTOKEN saw the boy in the park.","When she was nearby, the",lady,"When she was nearby, the",11.787773132324219,10.815389633178711,11.261406898498535,10.763235092163086,11.333944320678711,11.02488899230957,10.443753242492676,11.774442672729492,11.4212007522583,10.280177116394043,11.564506530761719,11.954577445983887,10.632242202758789,10.853010177612305,10.680150985717773,11.073027610778809,11.22123908996582,10.371915817260742,11.214822769165039,10.787888526916504,11.066649436950684,11.237143516540527,11.3422212600708,10.568550109863281,11.64610481262207
5,1,he,f,Mismatch,1,"When he was nearby, the MASKTOKEN saw the boy in the park.","When he was nearby, the",lady,"When he was nearby, the",12.788725852966309,12.18494987487793,12.696452140808105,12.151717185974121,12.666915893554688,12.773055076599121,12.142884254455566,12.78375244140625,12.36402702331543,11.864690780639648,12.49686050415039,12.715598106384277,11.678497314453125,12.533297538757324,11.776298522949219,12.290403366088867,12.367132186889648,11.526241302490234,12.214263916015625,12.156424522399902,12.26495361328125,12.369789123535156,12.898015022277832,11.840709686279297,12.725939750671387
6,1,he,m,Match,1,"When he was lost, the MASKTOKEN spotted the maid in the forest.","When he was lost, the",hunter,"When he was lost, the",13.196415901184082,13.193434715270996,12.929616928100586,14.068778038024902,12.79727840423584,13.041265487670898,12.706623077392578,13.595168113708496,14.02812671661377,12.75361156463623,13.071098327636719,12.486625671386719,13.174487113952637,12.981892585754395,13.31011962890625,13.228365898132324,13.593729972839355,13.716017723083496,12.509039878845215,14.929651260375977,13.509635925292969,13.262506484985352,13.055195808410645,13.90736198425293,13.811567306518555
6,1,she,m,Mismatch,1,"When she was lost, the MASKTOKEN spotted the maid in the forest.","When she was lost, the",hunter,"When she was lost, the",13.238574981689453,13.299972534179688,13.108946800231934,14.025556564331055,13.078485488891602,13.513790130615234,12.934797286987305,13.760260581970215,14.269265174865723,12.806180000305176,13.148106575012207,12.75853443145752,13.449397087097168,12.645037651062012,13.364240646362305,13.217226028442383,13.617732048034668,13.77454948425293,12.386590957641602,14.798267364501953,13.637398719787598,13.530113220214844,13.017168998718262,13.832660675048828,13.679676055908203
6,1,she,f,Match,1,"When she was lost, the MASKTOKEN spotted the hunter in the forest.","When she was lost, the",maid,"When she was lost, the",13.789029121398926,14.059840202331543,12.946050643920898,13.11366081237793,13.62387752532959,12.910564422607422,13.703063011169434,11.995671272277832,14.045000076293945,12.691314697265625,13.360498428344727,14.954818725585938,13.600866317749023,12.618614196777344,14.10777759552002,13.310676574707031,13.137686729431152,13.252546310424805,13.730533599853516,13.192587852478027,14.133301734924316,13.699444770812988,12.829632759094238,12.734846115112305,13.52082633972168
6,1,he,f,Mismatch,1,"When he was lost, the MASKTOKEN spotted the hunter in the forest.","When he was lost, the",maid,"When he was lost, the",14.984082221984863,15.180612564086914,14.741652488708496,14.392000198364258,15.080673217773438,14.807147026062012,15.574270248413086,13.580209732055664,15.518495559692383,14.35680103302002,14.301390647888184,15.811955451965332,14.91490650177002,14.26198959350586,15.37161922454834,14.770414352416992,14.41804027557373,14.297101974487305,14.799846649169922,14.56382942199707,15.390185356140137,14.759417533874512,14.5598726272583,14.193291664123535,14.849871635437012
7,1,he,m,Match,1,"When he was bad-tempered, the MASKTOKEN ignored the lady all day.","When he was bad-tempered, the",man,"When he was bad-tempered, the",6.852062702178955,7.001119136810303,7.247244358062744,7.389365196228027,7.576075077056885,7.95707368850708,7.460836887359619,8.602812767028809,8.070293426513672,7.583139419555664,7.945012092590332,7.885232448577881,6.835988998413086,7.418952941894531,7.818847179412842,7.664379119873047,7.585300445556641,6.880399703979492,6.68079948425293,7.079059600830078,8.272252082824707,7.8853535652160645,8.012992858886719,7.374876022338867,7.508359432220459
7,1,she,m,Mismatch,1,"When she was bad-tempered, the MASKTOKEN ignored the lady all day.","When she was bad-tempered, the",man,"When she was bad-tempered, the",7.12454080581665,7.500955581665039,7.442760944366455,7.799715995788574,8.15774917602539,8.371468544006348,7.872318744659424,8.866363525390625,8.429682731628418,7.731277942657471,8.551569938659668,8.295647621154785,7.100677013397217,7.864085674285889,8.254040718078613,8.421377182006836,7.767312049865723,7.203526020050049,6.98795223236084,7.45911169052124,8.50592041015625,8.242521286010742,8.336226463317871,7.683868408203125,7.730192184448242
7,1,she,f,Match,1,"When she was bad-tempered, the MASKTOKEN ignored the man all day.","When she was bad-tempered, the",lady,"When she was bad-tempered, the",11.911642074584961,10.79037857055664,11.267221450805664,10.965571403503418,11.853878021240234,10.855535507202148,11.200733184814453,12.278518676757812,11.342914581298828,10.799049377441406,12.583685874938965,12.54509449005127,10.804685592651367,10.66358757019043,11.465197563171387,10.793004035949707,11.530770301818848,9.837105751037598,11.373534202575684,11.661711692810059,12.108112335205078,12.022250175476074,12.467118263244629,11.089668273925781,12.214900970458984
7,1,he,f,Mismatch,1,"When he was bad-tempered, the MASKTOKEN ignored the man all day.","When he was bad-tempered, the",lady,"When he was bad-tempered, the",13.030814170837402,12.136578559875488,12.75385856628418,12.453794479370117,13.238835334777832,12.548096656799316,12.833038330078125,13.268414497375488,12.585047721862793,12.357660293579102,13.48176383972168,13.350001335144043,11.802742958068848,12.249764442443848,12.606887817382812,12.011570930480957,12.429533958435059,10.84647274017334,12.33352279663086,12.928805351257324,13.295577049255371,13.086580276489258,14.13796615600586,12.423118591308594,13.338619232177734
8,1,he,m,Match,0,"When he was jealous, the MASKTOKEN angered the secretary more than ever.","When he was jealous, the",businessman,"When he was jealous, the",13.893013000488281,14.190462112426758,14.12226390838623,13.880638122558594,12.744346618652344,14.391541481018066,13.824563980102539,13.847373962402344,14.472213745117188,13.882753372192383,13.324857711791992,14.497314453125,14.030722618103027,13.471230506896973,14.027955055236816,13.619118690490723,13.053977966308594,13.64472484588623,14.420869827270508,14.103708267211914,14.39116382598877,14.48180866241455,14.569585800170898,14.030231475830078,14.41595458984375
8,1,she,m,Mismatch,0,"When she was jealous, the MASKTOKEN angered the secretary more than ever.","When she was jealous, the",businessman,"When she was jealous, the",14.290291786193848,14.736645698547363,14.375077247619629,14.158233642578125,13.296379089355469,15.029775619506836,14.133038520812988,14.043962478637695,14.593401908874512,14.245153427124023,13.58002758026123,14.57481575012207,14.244985580444336,13.979201316833496,14.2438325881958,13.999716758728027,13.19621467590332,14.02320671081543,14.61697006225586,14.531877517700195,14.745068550109863,14.719182968139648,14.813314437866211,14.307308197021484,14.669856071472168
8,1,she,f,Match,1,"When she was jealous, the MASKTOKEN angered the businessman more than ever.","When she was jealous, the",secretary,"When she was jealous, the",11.31765079498291,11.371909141540527,11.753654479980469,10.78710651397705,11.625020027160645,11.42439079284668,11.144332885742188,10.863758087158203,11.26365852355957,10.664937019348145,10.834973335266113,11.292839050292969,10.976258277893066,9.669520378112793,10.892558097839355,11.196599960327148,10.48501205444336,10.239949226379395,10.714644432067871,10.164029121398926,12.005865097045898,11.084665298461914,11.017897605895996,11.476316452026367,10.863334655761719
8,1,he,f,Mismatch,1,"When he was jealous, the MASKTOKEN angered the businessman more than ever.","When he was jealous, the",secretary,"When he was jealous, the",11.1184663772583,11.347494125366211,11.623037338256836,10.844093322753906,11.5670166015625,11.40953254699707,10.897747039794922,10.945505142211914,11.266969680786133,10.65223217010498,10.823873519897461,11.231595993041992,10.820107460021973,9.754754066467285,10.714780807495117,10.8552885055542,10.417379379272461,10.201887130737305,10.831981658935547,10.45388126373291,12.016373634338379,11.050800323486328,10.730916023254395,11.403971672058105,10.65697193145752
9,1,he,m,Match,1,"When he was in residence, the MASKTOKEN annoyed the princess very much.","When he was in residence, the",lord,"When he was in residence, the",11.205392837524414,10.230497360229492,10.654240608215332,10.15595531463623,11.338428497314453,11.697281837463379,11.689388275146484,10.849714279174805,10.394311904907227,10.223997116088867,10.833977699279785,10.129091262817383,10.486968040466309,11.167105674743652,10.660637855529785,10.666003227233887,10.668900489807129,11.223538398742676,11.220442771911621,10.89078426361084,11.31844711303711,10.333209037780762,10.21013355255127,10.657465934753418,10.842376708984375
9,1,she,m,Mismatch,1,"When she was in residence, the MASKTOKEN annoyed the princess very much.","When she was in residence, the",lord,"When she was in residence, the",11.505749702453613,10.557172775268555,10.812399864196777,10.547881126403809,11.85807991027832,11.913208961486816,11.414900779724121,11.332792282104492,10.525657653808594,10.24998950958252,10.972493171691895,10.14348316192627,10.684121131896973,11.181042671203613,10.783829689025879,10.95692253112793,10.75449275970459,11.462712287902832,11.27816390991211,11.271228790283203,11.097360610961914,10.49190902709961,10.466004371643066,10.814726829528809,11.0693941116333
9,1,she,f,Match,0,"When she was in residence, the MASKTOKEN annoyed the lord very much.","When she was in residence, the",princess,"When she was in residence, the",10.970348358154297,10.661150932312012,9.49889087677002,10.254050254821777,10.13874340057373,9.57397174835205,10.86981201171875,10.650123596191406,11.162840843200684,9.881880760192871,10.772300720214844,12.130248069763184,9.930214881896973,10.36487865447998,9.902715682983398,10.974357604980469,11.217175483703613,10.051979064941406,10.429231643676758,10.133153915405273,11.618145942687988,10.66611385345459,11.411792755126953,11.364562034606934,12.05245590209961
9,1,he,f,Mismatch,0,"When he was in residence, the MASKTOKEN annoyed the lord very much.","When he was in residence, the",princess,"When he was in residence, the",11.99685287475586,12.058069229125977,11.026823997497559,11.68049430847168,11.537840843200684,11.414712905883789,12.707902908325195,11.936454772949219,12.337084770202637,11.410451889038086,11.778514862060547,12.947736740112305,11.08397388458252,11.984041213989258,10.893716812133789,12.295246124267578,12.545083999633789,10.872248649597168,11.733843803405762,11.59480094909668,12.864070892333984,11.797608375549316,12.942549705505371,12.379405975341797,13.068694114685059
10,1,he,m,Match,1,"When he was introduced, the MASKTOKEN shook the widow by the hand.","When he was introduced, the",sailor,"When he was introduced, the",13.797724723815918,14.577408790588379,13.82754898071289,14.9063081741333,13.861492156982422,14.280938148498535,15.159841537475586,15.296661376953125,14.359662055969238,13.698674201965332,14.07706069946289,14.684181213378906,14.02083969116211,13.699983596801758,14.005317687988281,14.653313636779785,14.26145076751709,14.347801208496094,12.980111122131348,14.221550941467285,14.903227806091309,15.566187858581543,14.997319221496582,14.255301475524902,13.892253875732422
10,1,she,m,Mismatch,1,"When she was introduced, the MASKTOKEN shook the widow by the hand.","When she was introduced, the",sailor,"When she was introduced, the",13.582249641418457,14.312990188598633,13.276270866394043,14.422033309936523,12.79906940460205,13.549495697021484,14.213031768798828,14.871796607971191,14.097838401794434,13.459834098815918,13.66593074798584,14.630514144897461,13.849344253540039,13.284778594970703,13.989943504333496,14.86066722869873,14.416122436523438,14.341939926147461,12.953948974609375,13.955156326293945,14.448790550231934,15.399282455444336,14.186785697937012,13.532621383666992,13.682147979736328
10,1,she,f,Match,1,"When she was introduced, the MASKTOKEN shook the sailor by the hand.","When she was introduced, the",widow,"When she was introduced, the",12.447245597839355,12.780287742614746,12.678335189819336,12.417495727539062,12.51883316040039,12.537312507629395,13.202216148376465,12.417869567871094,12.05143928527832,10.791144371032715,12.798223495483398,12.49425220489502,13.069143295288086,11.753715515136719,12.583885192871094,12.483452796936035,12.047194480895996,11.424174308776855,11.68870735168457,11.922924041748047,13.30854606628418,11.18218994140625,12.150556564331055,12.269953727722168,12.057026863098145
10,1,he,f,Mismatch,1,"When he was introduced, the MASKTOKEN shook the sailor by the hand.","When he was introduced, the",widow,"When he was introduced, the",12.968929290771484,13.39072036743164,13.514570236206055,13.260180473327637,13.248332023620605,13.605935096740723,13.890066146850586,13.341814041137695,12.402979850769043,11.944461822509766,13.098556518554688,12.70306396484375,13.604570388793945,12.115633010864258,12.962967872619629,12.904337882995605,12.86693286895752,11.885637283325195,12.3327054977417,12.96407413482666,13.905442237854004,11.79333209991455,13.027922630310059,12.97960376739502,12.726746559143066
11,1,he,m,Match,0,"When he arrived, the MASKTOKEN greeted the maid kindly.","When he arrived, the",master,"When he arrived, the",10.50566291809082,10.40698528289795,9.743749618530273,10.09736442565918,11.140625,10.539495468139648,10.524714469909668,10.734101295471191,10.52800178527832,10.452214241027832,10.727818489074707,10.44388484954834,9.709779739379883,10.71389102935791,10.023767471313477,9.969738006591797,10.472521781921387,10.207857131958008,10.553730010986328,10.030766487121582,10.574337005615234,10.624105453491211,10.43651008605957,10.472811698913574,10.804216384887695
11,1,she,m,Mismatch,0,"When she arrived, the MASKTOKEN greeted the maid kindly.","When she arrived, the",master,"When she arrived, the",10.628093719482422,10.796717643737793,10.35852336883545,10.300042152404785,11.4170503616333,10.764554023742676,10.425018310546875,10.958856582641602,10.62979507446289,10.80915355682373,10.66625690460205,10.868231773376465,10.15746021270752,10.873952865600586,10.211817741394043,10.625665664672852,10.394159317016602,10.46619701385498,10.802481651306152,10.266180038452148,10.810978889465332,11.13945198059082,10.68704605102539,10.433826446533203,10.875368118286133
11,1,she,f,Match,1,"When she arrived, the MASKTOKEN greeted the master kindly.","When she arrived, the",maid,"When she arrived, the",13.915837287902832,13.428970336914062,12.264761924743652,13.11898136138916,13.477354049682617,12.950432777404785,13.753815650939941,11.824389457702637,13.328490257263184,12.349284172058105,13.370683670043945,14.503907203674316,13.228243827819824,12.604166984558105,14.01993465423584,13.077560424804688,12.959481239318848,13.001372337341309,13.352949142456055,12.898730278015137,14.072858810424805,13.351448059082031,12.799668312072754,12.412055015563965,13.437640190124512
11,1,he,f,Mismatch,1,"When he arrived, the MASKTOKEN greeted the master kindly.","When he arrived, the",maid,"When he arrived, the",15.083843231201172,14.625242233276367,14.024389266967773,14.493734359741211,14.928324699401855,14.883271217346191,15.717601776123047,13.52585506439209,14.846856117248535,14.02329158782959,14.342411994934082,15.309394836425781,14.546648979187012,14.099793434143066,15.135587692260742,14.56101131439209,14.292464256286621,13.963149070739746,14.465771675109863,14.197561264038086,15.280281066894531,14.47470474243164,14.510770797729492,13.880939483642578,14.983202934265137
